key_retro,name_last,name_first
borgs901,Borga,Steve
cobbg101,Cobb,George
pineb101,Pinelli,Babe
jonet101,Jones,Timothy
gessc101,Gessner,Charlie
benzj101,Benz,Joe
woodj104,Wood,Joe
burgr001,Burgos,Raymond
kleic101,Klein,Chuck
herew001,Heredia,Wilson
andea001,Anderson,Allan
duard001,Duarte,Daniel
niggj101,Niggeling,Johnny
quisd001,Quisenberry,Dan
woods002,Woods Richardson,Simeon
mahaa102,Mahaffey,Art
lis-j101,Lis,Joe
regap101,Regan,Phil
werbb101,Werber,Billy
seitk001,Seitzer,Kevin
garcr101,Garcia,Ramon
perao002,Peraza,Oswald
freee101,Freed,Ed
smitg103,Smith,Germany
boono101,Boone,Oscar
stewd002,Stewart,DJ
eunif101,Eunick,Ferd
fostp101,Foster,Clarence
hersw101,Hershberger,Willard
grosh102,Groskloss,Howard
henge801,Hengel,Ed
milln102,Miller,Ned
chozh101,Chozen,Harry
bowmu101,Bowman,
penal101,Peña,L.
urelm901,Urell,Emmett
millb104,Miller,Bill
hausg101,Hausmann,George
quige901,Quigley,Ernie
barfj002,Barfield,John
bainh001,Baines,Harold
terrt101,Terrell,Tom
kinnw101,Kinney,Walt
lamaj101,Lamabe,Jack
ducye101,Ducy,Eddie
floyc001,Floyd,Cliff
varee801,Varela,Edgar
mansj101,Mansell,John
muckz001,Muckenhirn,Zach
hancj001,Hancock,Josh
seymj101,Seymour,Jake
centp101,Center,Pete
crics001,Crichton,Stefan
robew001,Roberts,Willis
brews101,Brewer,Sherwood
hasts101,Hastings,Scott
hannh101,Hannon,Henry
moscj001,Moscot,Jon
monte001,Montero,Elehuris
delol001,de los Santos,Luis
warnj102,Warner,Jackie
devem001,Devereaux,Mike
nelsb901,Nelson,Bob
ericm001,Erickson,Matt
wertj001,Werth,Jayson
alvaj001,Álvarez,José
lee-w101,Lee,Wyatt
hernn001,Hernandez,Nick
shelj102,Shelton,Jeff
dingd001,Dingler,Dillon
fitzj801,Fitzgerald,Joe
obrij106,O'Brien,John
balej001,Bale,John
allen101,Allen,Nick
mccrj102,McCrary,John
drahb001,Drahman,Brian
zambc001,Zambrano,Carlos
cabra003,Cabrera,Alberto
taylk001,Taylor,Kerry
johnh102,Johnson,Heavy
wilsg103,Wilson,Grady
florj001,Flores,Jose
mccak004,McCann,Kyle
jagee801,Jagers,Eric
elliw901,Ellis,William
patts002,Patton,Spencer
darwj001,Darwin,Jeff
brank101,Bransfield,Kitty
rondh101,Rondeau,Henri
beckc001,Beck,Chad
delej002,De León,Jorge
lentj101,Lentine,Jim
leclu901,LeClerc,
stems001,Stemle,Steve
lapap102,LaPalme,Paul
nelsr104,Nelson,Red
hoffj001,Hoffmann,Jamie
blasd101,Blasingame,Don
johnb111,Johnson,Bert
gossp001,Gosselin,Philip
hearc101,Heard,Charlie
lonbj101,Lonborg,Jim
yan-e001,Yan,Esteban
otooj101,O'Toole,Jim
shoor102,Shook,Ray
knigr001,Knight,Ray
taylj103,Taylor,Joe
franj003,Francis,Jeff
pappj101,Pappalau,John
hunte101,Hunter,Eddie
morgb101,Morgan,Bill
suttj102,Sutthoff,Jack
younp101,Young,Pep
wilsm002,Wilson,Mike
benjw001,Benjamin,Wes
ocond101,O'Connell,Danny
mccaj001,McCann,James
rosec102,Rose,Chuck
meisg101,Meister,George
koegp101,Koegel,Pete
smitm008,Smith,Murphy
hessd001,Hess,David
urbaj101,Urban,Jack
webbt001,Webb,Tyler
sabeb001,Saberhagen,Bret
mored001,Moreno,Diego
andef102,Anderson,Ferrell
gregp101,Gregory,Paul
wyatj102,Wyatt,John
walst101,Walsh,Tom
wolfr101,Wolf,Ray
colsl101,Colson,Loyd
callr001,Calloway,Ron
sandk101,Sanders,Ken
stram101,Strahler,Mike
franj004,Francoeur,Jeff
scars001,Scarsone,Steve
harpw101,Harper,Walter
olsor001,Olson,Reese
creew101,Creek,Willie
tausd101,Taussig,Don
simpc101,Simpson,Clarence
duket101,Dukes,Tom
ellij001,Ellison,Jason
merrc901,Merritt,Clarence
cruzh101,Cruz,Héctor
morgh901,Morgenweck,Hank
waddt001,Waddell,Tom
florp001,Florimón,Pedro
mcqug102,McQuillen,Glenn
brows001,Brown,Steve
eastt101,Easterly,Ted
buchg101,Buchanan,George
willp101,Williams,Pop
triag101,Triandos,Gus
adduj001,Adduci,Jim
sellj001,Sellers,Jeff
hellj002,Hellweg,Johnny
hallj103,Hall,Jim
smitr002,Smithberg,Roger
marql101,Márquez,Luis
werdp101,Werden,Perry
drusd801,Druschel,Desi
carsm001,Carson,Matt
richs001,Richmond,Scott
furmj001,Furmaniak,J. J.
mccab104,McCarren,Bill
fifed101,Fife,Danny
phild901,Phillips,Dave
reddp101,Redding,Phil
yatek001,Yates,Kirby
hodsg101,Hodson,George
pop-z001,Pop,Zach
gramt101,Gramly,Tommy
cartj101,Carter,Jim
yochl101,Yochim,Len
caske101,Caskin,Ed
millb105,Miller,Bill
smith102,Smith,Harvey
takak001,Takahashi,Ken
tuckg801,Tuck,Gary
belte002,Beltré,Engel
peasm101,Peasley,Marv
paylj901,Paylor,Jim
huffa001,Huff,Aubrey
mondr001,Monday,Rick
lyonj101,Lyons,Jimmie
millh101,Miller,Hack
chare101,Charles,Ed
lundj101,Lundbom,Jack
comic101,Comiskey,Charlie
khals001,Khalifa,Sam
guerg001,Guerrero,Gabriel
martj103,Martínez,José
cruiw101,Cruise,Walton
dybdc701,Dybdal,Chuck
hughj103,Hughes,Jim
malab101,Malarkey,Bill
cornj001,Cornell,Jeff
colbc001,Colbert,Craig
lawro101,Lawry,Otis
power001,Powell,Ross
caliw101,Calihan,Will
boona101,Boone,Alonzo
andel102,Anderson,Lewis
peari101,Pearson,Ike
medwj101,Medwick,Joe
mille105,Mills,Everett
stueg101,Stueland,George
ripkb001,Ripken,Billy
valee001,Valentine,Ellis
rondj002,Rondón,José
roseg101,Rosen,Goody
schwf001,Schwindel,Frank
vargm001,Vargas,Miguel
hanef101,Haney,Fred
rodrf002,Rodríguez,Félix
boesb001,Boesch,Brennan
bresr102,Bresnahan,Roger
thomc103,Thomas,Clint
deanb102,Dean,Bobby
ricep001,Rice,Pat
dorab101,Doran,Bill
browd801,Brown,Daren
kalaj101,Kalahan,John
lockb101,Locke,Bobby
conco001,Concepción,Onix
pentj801,Pentland,Jeff
kennb103,Kennedy,Bill
shafu101,Shaffer,
lipoj101,Lipon,Johnny
julie001,Julien,Edouard
phelr102,Phelps,Roy
gradj101,Grady,John
rosaa002,Rosario,Alberto
nortu101,Norton,
schaf901,Schaaf,Fred
glenj101,Glenn,Joe
koshc101,Koshorek,Clem
ojedm001,Ojeda,Miguel
fortt001,Fortugno,Tim
martb002,Martin,Brett
duraj002,Durán,Jhoan
winkg101,Winkelman,George
speaj101,Applegate,Gideon
perkg001,Perkins,Glen
sorij001,Soria,Joakim
skinj001,Skinner,Joel
reevb101,Reeves,Bobby
duraj001,Duran,Jarren
barks001,Barker,Sean
holmp101,Holmes,Philly
olsot101,Olson,Ted
hughr101,Hughes,Roy
harll101,Harlow,Larry
dougj101,Douglas,John
headb001,Headrick,Brent
willj102,Willoughby,Jim
portb102,Porterfield,Bob
shupv101,Shupe,Vince
hught101,Hughes,Tommy
phipd001,Phipps,Denis
dohej101,Doherty,John
savir101,Savidge,Ralph
upshc101,Upshaw,Cecil
corrv101,Correll,Vic
laboc101,Laboy,Coco
rowlc001,Rowley,Chris
adaib801,Adair,Bill
thorl002,Thorpe,Lewis
gordw101,Gordon,Wallace
housp101,House,Pat
murpb101,Murphy,Bill
mullt101,Mullane,Tony
greet004,Greene,Tyler
hillr001,Hill,Rich
mckee101,McKean,Ed
cerrj001,Cerros,Juan
keird001,Keirsey,DaShawn
staut001,Stauffer,Tim
robbb101,Robbins,Bruce
bilbj101,Bilbrey,Jim
marta101,Martínez,Freddie
smitc002,Smith,Chris
conwd101,Conway,Dick
madid101,Madison,Dave
lee-b001,Lee,Braxton
stupj001,Stuper,John
hornj101,Horner,Jack
ryanb002,Ryan,Brendan
larks101,Larkin,Steve
reynb102,Reynolds,Bob
joneh104,Jones,Henry
knigd101,Knight,Dave
riggj801,Riggleman,Jim
stead101,Stearns,Dan
serab101,Serad,Billy
hassb102,Hassamaer,Bill
shawa102,Shaw,Al
fuenr001,Fuentes,Rey
tobip101,Tobin,Pat
stend101,Stenhouse,Dave
hillj102,Hill,Jesse
gabbk001,Gabbard,Kason
kinlt001,Kinley,Tyler
vaugf102,Vaughn,Fred
wagnb101,Wagner,Bill
dever001,Devers,Rafael
blevf101,Blevins,Fox
watec001,Waters,Chris
cosgt001,Cosgrove,Tom
grahj101,Graham,Jack
robec103,Roberts,Curt
blazr001,Blazier,Ron
borcj001,Borchard,Joe
fores101,Foreman,Sylvester
mannf102,Manning,Felix
baird001,Bair,Doug
beckj001,Beckwith,Joe
hernp101,Hernández,Pete
browe104,Browne,Earl
kellk002,Keller,Kris
hohne101,Hohnhorst,Eddie
ellir001,Ellis,Robert
moorb105,Moore,Barry
perrr001,Perry,Ryan
ferny001,Fernández,Yanquiel
garcf003,Garcés,Frank
endib101,Endicott,Bill
lamed001,Lamet,Dinelson
chapf102,Chapman,Fred
expol001,Exposito,Luis
vazql001,Vázquez,Luis
rilej102,Riley,Jim
smitr003,Smith,Bob
gunnh101,Gunning,Hy
lau-c101,Lau,Charley
greej107,Green,Julius
millb113,Milligan,Billy
walls101,Wall,Stan
everj101,Evers,Joe
renfc101,Renfroe,Chico
olivd101,Olivo,Diomedes
santc001,Santos,Chad
berrq001,Berry,Quintin
willp103,Williams,Poindexter
daytg001,Dayton,Grant
johns001,Johnson,Steve
stanj104,Stanley,Joe
napod101,Napoleon,Danny
manna901,Mannassau,Al
mckig101,McKinnis,Gready
hollc104,Hollingsworth,Curtis
berth101,Berthrong,Harry
ravej001,Rave,John
armbe101,Armbrister,Ed
bloob101,Bloomfield,Bud
yancb101,Yancey,Bill
burra102,Burr,Tom
moryw101,Moryn,Walt
housj103,Houston,Jesse
goosg101,Goossen,Greg
riggs001,Riggans,Shawn
buckg001,Buckels,Gary
hoffj101,Hofford,John
corta101,Cortés,Aurelio
cookr901,Cook,Rob
browj005,Brown,Jeremy
robee101,Roberts,Elihu
rodgs101,Rodgers,Silvester
higgi101,Higginbotham,Irv
natij001,Nation,Joey
strew101,Streuli,Walt
metzj901,Metz,Jacob
kenna101,Kenney,Art
lovel101,Lovett,Len
kinzm001,Kinzer,Matt
wilka002,Wilkins,Andy
moodb101,Moody,Blanch
rumlw101,Rumler,William
boles101,Bolen,Stew
humpb101,Humphries,Bert
mikkp101,Mikkelsen,Pete
ellib101,Ellis,Ben
campe001,Campbell,Eric
vinsc101,Vinson,Charlie
reeda102,Reed,Allen
walkt002,Walker,Todd
marst001,Marsh,Tom
parks103,Parker,Sonny
holmd101,Holmes,Ducky
crisp101,Crisham,Pat
colub101,Coluccio,Bob
mckel101,McKeon,Larry
mickk001,Mickolio,Kam
maddl101,Madden,Len
grovo101,Grove,Orval
bateb001,Bates,Billy
wynnb101,Wynne,Will
barcl001,Barceló,Lorenzo
buckg101,Buckeye,Garland
normg101,Norman,Garnett
diazl901,Diaz,Laz
taylj108,Taylor,Johnny
gouln101,Goulish,Nick
neemc101,Neeman,Cal
oms-a101,Oms,Alejandro
pichh001,Pichardo,Hipólito
osbob102,Osborn,Bob
millj002,Miller,Justin
pierj102,Piersall,Jim
copem101,Copeland,Mays
ruszh101,Ruszkowski,Hank
popop101,Popovich,Paul
gibsn101,Gibson,Norwood
hurlg901,Hurll,George
johnr106,Johnston,Dick
conrw101,Conroy,Wid
mcgre901,McGreevy,Eugene
mccor101,McConnaughey,Ralph
knigl101,Knight,Lon
casss001,Cassidy,Scott
santr102,Santo,Ron
bautj001,Bautista,José
veraj001,Veras,José
klins101,Kline,Steve
quesd701,Quesnell,Dan
winnh001,Winningham,Herm
gaudj101,Gaudet,Jim
baezp001,Báez,Pedro
sommd001,Sommers,Drew
niedt001,Niedenfuer,Tom
crosk101,Crosby,Ken
griga103,Grigsby,Aubrey
diamt001,Diamond,Thomas
torvk001,Torve,Kelvin
koehp101,Koehler,Pip
harkj101,Harkins,John
mcgla101,McGlade,Avery
wilsm103,Wilson,Mike
vivaj001,Vivas,Jorbit
welld001,Wells,David
dunde101,Dundon,Ed
hartj802,Hart,Jim
hernc102,Hernández,Cheo
bretj101,Breton,Jim
mitcc102,Mitchell,Clarence
duanc101,Duany,Claro
artib101,Artigiani,Ben
kickm001,Kickham,Mike
ordal001,Ordaz,Luis
euset001,Eusebio,Tony
espaj801,Espada,Joe
conle101,Conley,Ed
gillg104,Gill,George
reisp101,Reiser,Pete
reynh001,Reynolds,Harold
mulrd101,Mulrenan,Dominic
walbm001,Walbeck,Matt
law-v101,Law,Vern
owenp801,Owens,Paul
laskb001,Laskey,Bill
joshu101,Josh,
mcnej101,McNertney,Jerry
kaufk001,Kauffmann,Karl
grahs101,Graham,Kyle
sinck701,Sinclair,Kevin
austj002,Austin,Jeff
tomaa101,Tomasic,Andy
lee-z001,Lee,Zach
tedra101,Tedrow,Al
lucae001,Lucas,Ed
howaf101,Howard,Fred
meerr101,Meers,Russ
mcint001,McIntosh,Tim
crabt001,Crabtree,Tim
wadat001,Wada,Tsuyoshi
mensh801,Mense,Hunter
antot001,Antone,Tejay
voged001,Vogelbach,Dan
brama101,Bramhall,Art
scarr103,Scarritt,Russ
broub001,Broussard,Ben
bladr102,Blades,Ray
arnoj001,Arnold,Jamie
pitzh101,Pitz,Herman
keenv101,Keen,Vic
blanj101,Blanchard,Johnny
luccj001,Lucchesi,Joey
orout102,O'Rourke,Tom
peerr101,Peery,Red
rondj001,Rondon,Jorge
neubh101,Neubauer,Hal
lagrp701,Lagreid,Patrick
magrj701,Magruder,Jack
sandl101,Sanders,Leo
guens001,Guenther,Sean
kostf102,Koster,Fred
davav101,Davalillo,Vic
ryanc101,Ryan,Cyclone
uhlat101,Uhlaender,Ted
leons001,León,Sandy
pearf103,Pearce,Frank
alled101,Allen,Dick
lushb101,Lush,Billy
heisr101,Heiser,Roy
clarg102,Clarke,Grey
liefj001,Liefer,Jeff
smitj110,Smith,John
cobba001,Cobb,Alex
krugc101,Krug,Chris
cabrd001,Cabrera,Daniel
carub101,Caruthers,Bob
ayraj001,Ayrault,Joe
dickl001,Dickson,Lance
lovel102,Lovenguth,Lynn
hoppl101,Hopper,Lefty
slatm101,Slattery,Mike
belld901,Bellino,Dan
mcdar001,McDavid,Ray
albej801,Albert,Jeff
davay101,Davalillo,Pompeyo
dillt001,Dillard,Tim
bailp101,Bailey,Percy
craig101,Craig,George
longb902,Long,Billy
dettt101,Dettore,Tom
dresb102,Drescher,Bill
downt101,Downey,Tom
barnl102,Barnes,Lute
vasqe001,Vásquez,Esmerling
bealj101,Beall,Johnny
jonec001,Jones,Chris
sugat001,Sugano,Tomoyuki
bellk101,Bell,Kevin
mckia001,McKirahan,Andrew
scotm001,Scott,Mike
olses001,Olsen,Scott
malop102,Maloney,Pat
sonna001,Sonnanstine,Andy
belij001,Beliveau,Jeff
conau901,Conahan,Ed
turnc001,Turner,Chris
macrs001,MacRae,Scott
osuna002,Osuna,Antonio
nettm101,Nettles,Morris
schec101,Scheib,Carl
sabee001,Sabel,Erik
witmr001,Witmeyer,Ron
barrg901,Barr,George
lidds801,Liddle,Steve
jawof101,Jaworski,Frank
ramie005,Ramírez,Elvin
gilhg101,Gilham,George
kendj001,Kendall,Jason
shivi101,Shiver,Ivey
nievj001,Nieves,Juan
rosac001,Rosa,Carlos
hartj002,Hart,Jason
bergf901,Berger,Frederick
fishd001,Fisher,Derek
santb001,Santiago,Benito
delov001,De Los Santos,Valerio
cramg101,Cram,Jerry
odoms101,Odom,Sam
rabec101,Rabe,Charlie
sipij101,Sipin,John
somee101,Somerville,Ed
overl001,Overbay,Lyle
bowes103,Bowens,Sam
martl001,Martínez,Luis
traxb001,Traxler,Brian
lejaf101,Leja,Frank
morra101,Morris,Al
falkc102,Falk,Chet
phild101,Phillippe,Deacon
fisht103,Fisher,Bob
chulv001,Chulk,Vinnie
grayd103,Gray,Dave
larkn101,Larker,Norm
karsj101,Karst,John
richr002,Richards,Rusty
longc101,Long,Carl
waldf101,Walden,Fred
jonea001,Jones,Al
birdh001,Birdsong,Hayden
sherd102,Sherman,Dan
hickj101,Hicks,Joe
crand101,Crandall,Doc
hendd001,Henderson,Dave
powej901,Powell,Jack
tuckt101,Tuckey,Tom
abrej003,Abreu,José
stair101,Staiger,Roy
kahnl801,Kahn,Lou
calla001,Callaspo,Alberto
berrd002,Berryhill,Damon
mccar103,McCauley,Rosey
harrb110,Harrelson,Bill
eavev101,Eaves,Vallie
freiv101,Freiburger,Vern
esped101,Esper,Duke
frenl001,French,Luke
davik001,Davis,Kane
kleil101,Klein,Lou
younm001,Young,Matt
wagnm001,Wagner,Mark
rosel101,Rosenthal,Larry
remmw101,Remmerswaal,Win
martj006,Martinez,J. D.
reksz001,Reks,Zach
deder102,Dedeaux,Russ
crosm101,Cross,Monte
espis001,Espinal,Santiago
prolm101,Proly,Mike
mayem002,Mayer,Marcelo
roggg101,Roggenburk,Garry
dennk001,Denney,Kyle
joneb108,Jones,Brer
magae001,Magallanes,Ever
kuroh001,Kuroda,Hiroki
cruzi001,Cruz,Iván
mcknd801,McKnight,Denny
gilbl101,Gilbert,Larry
santa002,Santos,Ángel
burca101,Burch,Al
eskea701,Eskew,Alan
bauch101,Bauchman,Harry
nelsc001,Nelson,Chris
harrb113,Harrison,
mitcb104,Mitchell,Bo
alicl001,Alicea,Luis
gandc101,Gandil,Chick
metkg101,Metkovich,George
murdn001,Murdock,Noah
chevt101,Chevez,Tony
larsj001,Larsen,Jack
gastc101,Gaston,Cito
starj101,Start,Joe
hyndj101,Hyndman,William
willh104,Williams,Henry
philh101,Phillips,Hooty
mccrg001,McCray,Grant
mckib101,McKinney,Bob
graho101,Graham,Oscar
sewej101,Sewell,Joe
rigbb001,Rigby,Brad
blyzm101,Blyzka,Mike
cuevw001,Cuevas,William
dessr101,Dessau,Rube
lindj005,Lindgren,Jacob
thomf102,Thomas,Fred
cunnm101,Cunningham,Mike
steld901,Stello,Dick
johnj104,Johnson,Jerry
baile101,Bailey,Ed
coppr001,Coppinger,Rocky
kennj801,Kennedy,Jim
bogat001,Bogar,Tim
phile103,Phillips,Ed
odayh101,O'Day,Hank
abbos801,Abbott,Spencer
jenkm801,Jenkins,Mack
miesm001,Mieske,Matt
lopea002,Lopez,Albie
tenag101,Tenace,Gene
bokij101,Bokina,Joe
fletd001,Fletcher,Darrin
sauck101,Saucier,Kevin
magew001,Magee,Wendell
broot002,Brooks,Trenton
birdd102,Birdsall,Dave
pattb001,Patterson,Bob
johnc104,Johnson,Charlie
geibj701,Geib,Jillian
castl003,Castillo,Luis
reesj103,Reese,Jimmy
dickl101,Dickerman,Leo
wolfh101,Wolfe,Harry
carno101,Carnegie,Ollie
barnd001,Barney,Darwin
bella101,Bell,Abe
azocj001,Azocar,José
wickk001,Wickander,Kevin
ecksd001,Eckstein,David
gomel102,Gomez,Lefty
sampe101,Sampson,Emanuel
pembb101,Pemberton,Brock
webeh101,Weber,Harry
montm102,Montgomery,Monty
maxwz101,Maxwell,Zearlee
layat001,Layana,Tim
buchb001,Buchanan,Bob
regis001,Register,Steven
jausd801,Jauss,Dave
veraw001,Veras,Wilton
johne001,Johnson,Erik
philj101,Phillips,Jack
dennj001,Denny,John
undef101,Underwood,Fred
horws001,Horwitz,Spencer
barns001,Barnes,Skeeter
lugor001,Lugo,Urbano
lunah001,Luna,Héctor
jackk001,Jackson,Ken
snitt801,Snitker,Troy
maddm002,Maddux,Mike
batea001,Bates,Aaron
mcgem101,McGeary,Mike
dawsj102,Dawson,Johnnie
kirkb101,Kirk,Bill
matav001,Mata,Víctor
sorom001,Soroka,Michael
fox-l001,Fox,Lucius
herma102,Hermann,Al
davig102,Davis,George
rosem101,Rosenfeld,Max
mancf101,Mancuso,Frank
johnc103,Johnson,Connie
lawrj002,Lawrence,Justin
hernr002,Hernández,Ramón
penaa001,Peña,Alejandro
nelsk001,Nelson,Kyle
romam001,Romano,Mike
shinr001,Shines,Razor
huntj102,Hunt,Joel
oh--s001,Oh,Seunghwan
dealj101,Deal,Jo Jo
beatd101,Beatty,Desmond
bents101,Benton,Sid
quice101,Quick,Eddie
jeffr002,Jeffers,Ryan
millt003,Miller,Tyson
diazj007,Díaz,Jhonathan
bretg001,Brett,George
fordw103,Ford,William
brunt001,Brunansky,Tom
hickw101,Hicks,Wesley
borkd001,Borkowski,Dave
heref001,Heredia,Félix
smitm701,Smith,Mike
richg102,Richardson,Gene
rober101,Robertson,Rich
hendr001,Henderson,Rickey
grifh101,Griffin,Hank
harrr102,Harrison,Roric
papif101,Papish,Frank
ortij101,Ortiz,José
carlb001,Carlyle,Buddy
ivork101,Ivory,K. B.
dumon101,Dumovich,Nick
kaske101,Kasko,Eddie
fiscw101,Fischer,William
hazld101,Hazelton,Doc
fielt001,Field,Thomas
collr101,Collins,Ripper
burki901,Van Burkalow,Ike
ligtk001,Ligtenberg,Kerry
crock001,Crockett,Kyle
bostb101,Boston,Bob
perkd001,Perkins,Dan
willh105,Williams,Harry
kerfc001,Kerfeld,Charlie
allen001,Allen,Neil
hitcb101,Hitchcock,Billy
shorc102,Short,Chris
ovite101,Ovitz,Ernie
bricf102,Brickell,Fritz
suwij001,Suwinski,Jack
norml001,Norman,Les
collz001,Collins,Zack
hafeb101,Hafey,Bud
merul101,Merullo,Lennie
evert101,Evers,Tom
escac101,Escárrega,Chico
lakit001,Lakins,Travis
rawlj101,Rawlings,Johnny
loftj001,Lofton,James
arrij001,Arrieta,Jake
ramiy001,Ramírez,Yefry
ditma101,Ditmar,Art
gialb101,Giallombardo,Bob
alonr101,Alonso,Rogelio
stinl101,Stine,Lee
perrp001,Perry,Pat
mcdod102,McDonald,Dave
crigl101,Criger,Lou
nieta001,Nieto,Adrián
ayerd101,Ayers,Doc
unsea101,Unser,Al
stenr101,Stennett,Rennie
narlr101,Narleski,Ray
gonzj001,Gonzalez,Jose
buddu101,Budd,Jay
kirbl101,Kirby,LaRue
euelw101,Euell,Wilmer
caiso001,Caissie,Owen
albej001,Alberro,José
roblh001,Robles,Hansel
poweh101,Powell,Hosken
norww101,Norwood,Willie
leitm002,Leiter,Mark
heimj001,Heim,Jonah
mccaj104,McCarthy,Johnny
halts001,Halter,Shane
goryj101,Goryl,Johnny
britj101,Britton,Jim
oganc001,Ogando,Cristofer
araga101,Aragón,Angel
nottd101,Nottebart,Don
larmb101,Larmore,Bob
smalh101,Small,Hank
gainj102,Gaines,Jonas
lopei001,Lopez,Irving
coled003,Coleman,Dylan
singo101,Singer,Orville
colld102,Collins,Dan
madia101,Madison,Art
mostj101,Mostil,Johnny
gerbc001,Gerber,Craig
beast801,Beasley,Tony
branr103,Branca,Ralph
hartp101,Hartnett,Pat
cradw102,Craddock,William
rathf001,Rath,Fred
grifc101,Griffith,Clark
deals101,Deal,Snake
mcgrt901,McGrew,Ted
nichf101,Nicholson,Fred
lutzz001,Lutz,Zach
trlir001,Trlicek,Ricky
rosem001,Rose,Mike
millb116,Miller,Bob
kauft101,Kaufmann,Tony
quijj001,Quijada,José
fitzm102,Fitzgerald,Justin
brewc102,Brewer,Chet
messt101,Messitt,Tom
richt104,Richardson,Ted
horlj101,Horlen,Joe
pawoj901,Pawol,Jen
stapj101,Stabell,Joe
realj001,Realmuto,J. T.
chacj001,Chacín,Jhoulys
blaib101,Blair,Bill
koscg901,Kosc,Greg
lafaj101,Lafata,Joe
freea001,Freeland,Alex
athec101,Atherton,Charlie
hafec101,Hafey,Chick
munor001,Muñoz,Roddery
niekl001,Niekro,Lance
nelsj001,Nelson,Jeff
carrw101,Carr,Wayne
metzu101,Metz,
amada001,Amador,Adael
darwb101,Darwin,Bobby
dantj001,D'Antona,Jamie
ceder002,Cedeño,Ronny
moord001,Moore,Donnie
hoffa001,Hoffmann,Andrew
robbj901,Robb,John
larke101,Larkin,Ed
schwh101,Schwenk,Hal
dunnb001,Dunn,Blake
pattp101,Patterson,Pat
ellib001,Ellington,Brian
newej101,Newell,John
broum001,Brouhard,Mark
gileb002,Giles,Brian
cabrj001,Cabrera,José
lavam001,LaValliere,Mike
burnd101,Burns,Dennis
sizeg001,Sizemore,Grady
mccld101,McClellan,Danny
littb001,Little,Bryan
raczm001,Raczka,Mike
mokaj101,Mokan,Johnny
okers001,Okert,Steven
hahnj001,Hahn,Jesse
olsea901,Olsen,Andy
johne101,Johnson,Ernie
fernc101,Fernández,Lorencito
castp001,Castellano,Pedro
wilsb002,Wilson,Bobby
millr107,Miller,Ray
andeb101,Anderson,Bud
mayee102,Mayer,Ed
rosel102,Rosenberg,Lou
gay-w101,Gay,Willie
amesr101,Ames,Red
dibbr001,Dibble,Rob
fiort001,Fiore,Tony
latit101,Latimer,Tacks
mccat102,McCarthy,Tom
roser901,Rosenberg,Randy
moorm901,Moore,Malachi
garae001,Garabito,Eddy
mejim001,Mejía,Miguel
chrij002,Christiansen,Jason
rea-c001,Rea,Colin
yohoc001,Yoho,Craig
rebea101,Rebel,Art
bonuz101,Bonura,Zeke
bagbj102,Bagby,Jim
rasht001,Rashi,Taylor
culpb102,Culp,Benny
massr101,Massey,Red
cartj002,Carter,Jeff
rojes101,Rojek,Stan
monrl101,Monroe,Larry
fortg101,Fortune,Gary
ragac001,Ragans,Cole
mcelf101,McElyea,Frank
adcot001,Adcock,Ty
rousj101,Roussell,Jimsey
murrj101,Murray,Jim
shirm101,Shirley,Mule
bowmm001,Bowman,Matthew
diaza001,Diaz,Alex
churn001,Church,Nathan
samce101,Samcoff,Ed
browj004,Brown,Jamie
woots001,Wooten,Shawn
torrp101,Torrealba,Pablo
salvj101,Salveson,Jack
leitd101,Leitner,George
longr101,Long,Red
schah101,Schafer,Harry
davit101,Davis,Tod
howan101,Howard,Nat
crosa101,Cross,Amos
wyatj101,Wyatt,Joe
ortir102,Ortiz,Rafaelito
uhl-b101,Uhl,Bob
shotb101,Shotton,Burt
broog701,Brooks,Gary
hereg002,Heredia,Guillermo
isree101,Isreal,Al
peteb103,Peterman,Bill
metct001,Metcalf,Travis
nunea001,Núñez,Abraham
kenwd102,Kenworthy,Dick
ryalm001,Ryal,Mark
jackw102,Jackson,W.
yelde001,Yelding,Eric
ether101,Etheridge,Red Horse
jennd001,Jennings,Doug
reusr001,Reuschel,Rick
whitr002,White,Rick
albaj001,Albaladejo,Jonathan
westl101,West,Weldon
laffa001,Laffey,Aaron
deanh101,Deane,Harry
davij101,Davis,Jumbo
sundj001,Sundberg,Jim
tawat001,Tawa,Tim
perej102,Pérez,Julián
kellk001,Kelly,Kenny
mccab001,McCarthy,Brandon
konep001,Konerko,Paul
waltc102,Walters,Clarence
guerp801,Guerrero,Pedro
gillp102,Gilliford,Paul
mereg101,Meredith,Geechie
mclaf102,McLaurin,Felix
mcsot101,McSorley,Trick
brinu101,Brinson,
quina901,Quinn,A. J.
rhemf101,Rhem,Flint
donnj101,Donnelly,Jim
ayall001,Ayala,Luis
roesp801,Roessler,Pat
freec002,Freeman,Caleb
thomt105,Thompson,Tommy
aybae001,Aybar,Erick
baked103,Bakenhaster,Dave
dilld101,Dillard,Don
hennj701,Henneman,Jim
ramsl101,Ramsey,Laymon
leakm001,Leake,Mike
shafj001,Shafer,Justin
szczm001,Szczur,Matt
eshet001,Eshelman,Thomas
padlk001,Padlo,Kevin
beckg101,Beckert,Glenn
kreuf101,Kreutzer,Frank
desse001,Dessens,Elmer
hineb802,Hines,Bruce
owens101,Owens,Smoky
perem002,Pérez,Mike
beckb102,Becker,Bob
joycc901,Joyce,C. E.
ingeb101,Ingersoll,Bob
