key_retro,name_last,name_first
fielg101,Fields,George
kutym101,Kutyna,Marty
pattc101,Patten,Casey
gandb101,Gandy,Bob
kellj102,Kelly,Joe
waltj801,Waltz,John
mcgos001,McGough,Scott
olouj001,O'Loughlin,Jack
stenj101,Stenzel,Jake
marqj101,Marquis,Jim
comsr101,Comstock,Ralph
birmj101,Birmingham,Joe
moorb002,Moore,Bill
harrl001,Harris,Lenny
muelb101,Mueller,Bill
flett101,Fletcher,Tom
michc001,Michalak,Chris
pettc002,Petty,Chase
whits003,Whitcomb,Shay
paget101,Page,Ted
stcle101,St. Claire,Ebba
brubb102,Brubaker,Bruce
wilse001,Wilson,Enrique
cox-j101,Cox,Jeff
stepb103,Stephens,Bryan
huntb002,Hunter,Brian
mazan001,Mazara,Nomar
bergj103,Berger,Joe
smitm106,Smith,Milton
rodre003,Rodríguez,Eddy
diall101,Dials,Lou
belld002,Bell,David
moorm003,Moore,Matt
murpt101,Murphy,Tom
tagus001,Taguchi,So
keart101,Kearns,Tom
royec101,Royer,Carlos
pattg101,Patterson,Gil
sutte101,Sutton,Ezra
biraj101,Biran,Jack
lawlt001,Lawless,Tom
spenz101,Spencer,Zack
beniy001,Benítez,Yamil
peart001,Pearson,Terry
headr101,Head,Ralph
lyncm102,Lynch,Mike
dipib101,DiPietro,Bob
wilkt101,Wilks,Ted
joycb101,Joyce,Bill
rouse101,Roush,Edd
getzp101,Getzien,Pretzels
badgr101,Badgro,Red
bergf101,Berger,Fred
myerh101,Myers,Hap
wincs001,Winchester,Scott
rogel101,Rogers,Lee
emaub001,Emaus,Brad
pillk001,Pillar,Kevin
harrm003,Harrison,Monte
stynn101,Stynes,Neil
ohtas001,Ohtani,Shohei
weedb101,Weeden,Bert
aguir002,Aguilar,Ryan
mccaa101,McCauley,Al
robic001,Robinson,Clint
cavei101,Caveney,Ike
mccam001,McCarthy,Tom
delej001,DeLeón,José
harru101,Harrington,
matuh101,Matuzak,Harry
bantj101,Banta,Jack
gaste101,Gastfield,Ed
louda101,Loudell,Art
hubbj801,Hubbard,Jack
adkid102,Adkins,Merle
langs001,Langeliers,Shea
buttj001,Buttó,José
giesd001,Giese,Dan
dupum101,Dupuis,Murray
versz101,Versalles,Zoilo
shumh101,Shuman,Harry
lovet101,Lovelace,Tom
nillr101,Nill,George
lowed001,Lowe,Derek
granl101,Grant,Leroy
mcdor001,McDowell,Roger
diazf101,Díaz,Fernando
shint101,Shinnick,Tim
bargg001,Bargar,Greg
kylea102,Kyle,Andy
penaj101,Peña,José
gharp101,Gharrity,Patsy
lowdg101,Lowdermilk,Grover
sterp901,Steinberg,Paul
ryanb102,Ryan,Buddy
schub103,Schultz,Bob
harrj102,Harris,Joe
talbd101,Talbert,Danger
rikac101,Rikard,Culley
nicho101,Nicholson,Ovid
lezcc101,Lezcano,Carlos
wents101,Wentzel,Stan
tolls002,Tolleson,Shawn
robif102,Robinson,Floyd
davim801,Davidson,Mordecai
shing101,Shinault,Ginger
ortib101,Ortiz,Oliverio
lenne101,Lennon,Ed
thomd101,Thomas,Dan
dowds101,Dowd,Snooks
genns001,Gennett,Scooter
neilr101,Neil,Ray
wilsj005,Wilson,Jacob
hoffj102,Hoffmeister,Jesse
millh104,Miller,Henry
oneit101,O'Neill,Tip
glasc101,Glass,Carl
cordc001,Cordero,Chad
blass101,Blass,Steve
murpd001,Murphy,Dale
yoste101,Yost,Eddie
jeffj101,Jefferson,Jesse
alcos101,Alcock,Scotty
millj003,Miller,Jason
aguij002,Aguiar,Julian
curth101,Curtis,Harry
thome101,Thomason,Erskine
mcclk001,McClellan,Kyle
harrt001,Harrah,Toby
lisbm101,Lisby,Mo
hartf101,Hartman,Fred
strad002,Strange,Doug
crowt001,Crowe,Trevor
hollm101,Holland,Mul
hendb105,Henderson,Bunk
irvie101,Irwin,Bill
abert102,Abernathy,Tal
klaeh101,Klaerner,Hugo
kozlh701,Kozloski,Hank
starw101,Stargell,Willie
hillm101,Hillis,Mack
mcdob701,McDonald,Brennan
delej003,De León,José
tysot102,Tyson,Ty
rivec101,Rivera,Charlie
philt001,Phillips,Tony
boota101,Booth,Amos
milew001,Miley,Wade
kippb001,Kipper,Bob
peret003,Pérez,Tomás
rucid001,Rucinski,Drew
reddd101,Redding,Dick
yound002,Young,Danny
wolfr001,Wolf,Randy
gregt002,Gregorio,Tom
luked901,Luker,Dale
smitc001,Smith,Chuck
eschj101,Eschen,Jim
zawal001,Zawadzki,Lance
goric101,Gorin,Charlie
fleia101,Fleitas,Ángel
walkt102,Walker,Tom
sosaj001,Sosa,Juan
hamid001,Hamilton,Darryl
coloc002,Colón,Christian
frazo101,Frazier,Oran
crocd101,Crockett,Davey
lewis001,Lewis,Scott
embra001,Embree,Alan
heywc101,Heywood,Charles
mckej103,McKee,Jim
dawlj001,Dawley,Joey
younn101,Young,Norman
capel101,Capers,Lefty
marrb101,Marrow,Buck
allem101,Allen,Myron
frann001,Franklin,Nick
marsd101,Marshall,Dave
sandp003,Sanders,Phoenix
yound005,Young,Danny
mairo001,Mairena,Oswaldo
clarz001,Clark,Zach
freid101,Freisleben,Dave
finne101,Finney,Ed
river002,Rivera,Rubén
cantb101,Cantz,Bart
hernc006,Hernández,Carlos
robst101,Robson,Tom
redye801,Redys,Ed
ramoa001,Ramos,AJ
sereb101,Serena,Bill
waddj001,Waddell,Jason
butcm001,Butcher,Mike
sandr102,Sanders,Ray
johns105,Johnson,Shang
browl101,Brown,Lloyd
mcmaj103,McMahon,Jack
beckb101,Becker,Beals
attrd101,Attreau,Dick
blacp001,Blackburn,Paul
mcnag101,McNamara,George
robed102,Roberts,Dave
steib001,Stein,Bill
johnc901,Johnston,Charles
schwm001,Schwabe,Mike
cabel901,Cabelof,Leo
roweb001,Rowen,Ben
newmt101,Newman,Taft
corbr101,Corbin,Ray
delcm001,Delcarmen,Manny
reynd101,Reynolds,Don
dlugb001,Dlugach,Brent
desij101,Desiderato,Joe
sched102,Schell,Danny
vendp001,Venditte,Pat
doddr001,Dodd,Robert
lushe101,Lush,Ernie
gleaj001,Gleaton,Jerry Don
bakel101,Baker,Lonny
thorw101,Thornton,Walter
bootj001,Booty,Josh
sianm001,Siani,Michael
newhh101,Newhouser,Hal
sancc001,Sánchez,Yolmer
piera001,Pierzynski,A. J.
alboe101,Albosta,Ed
phipj901,Phipps,Jerry
cruem101,Crue,Martin
reveb001,Revere,Ben
shiec101,Shields,Charlie
peteg101,Peters,Gary
moort102,Moore,Terry
rodrl001,Rodríguez,Liu
palys101,Palys,Stan
dagej101,Dagenhard,John
montc003,Montes De Oca,Christian
mcnew101,McNeely,Willie
hernc801,Hernández,Chuck
benij001,Beníquez,Juan
kings101,King,Steve
emorj101,Emory,John
bibbr101,Bibbs,Rainey
clapa101,Clapp,Aaron
hanca101,Hancock,Art
kim-h003,Kim,Hyeseong
coolm001,Coolbaugh,Mike
millk002,Miller,Keith
trafj101,Traffley,John
freeb901,Freels,Bob
fowld002,Fowler,Dustin
jacoa001,Jacob,Alek
wardg001,Ward,Gary
browk004,Brown,Kevin
redmb101,Redmond,Billy
gratd101,Grate,Don
orr-d101,Orr,Dave
raftj101,Rafter,Jack
coltl101,Colton,Larry
gerhj101,Gerhardt,Joe
mullh101,Mullin,Henry
rodrf101,Rodríguez,Freddy
powet101,Power,Tom
easth101,Easterday,Henry
jordt001,Jordan,Taylor
puigr101,Puig,Rich
gillt902,Gillean,Thomas
coreb001,Corey,Bryan
arcio002,Arcia,Orlando
alleb103,Allen,Bob
sward001,Swartzbaugh,Dave
clemj001,Clement,Jeff
ketcg101,Ketchum,Gus
melef001,Meléndez,Francisco
pierd102,Pierson,Dave
lansw101,Lansing,Wilbur
kuhnb101,Kuhn,Bub
naglt101,Nagle,Tom
johnk003,Johnson,Kelly
mannc001,Manning,Charlie
ramoh001,Ramos,Henry
berrt101,Berry,Tom
scric101,Scrivener,Chuck
wilkd001,Wilkins,Dean
franu101,Franklin,
mercy001,Mercedes,Yermín
bronj001,Bronkey,Jeff
nelse101,Nelson,Emmett
jackz002,Jackson,Zach
franj001,Franco,John
rockl101,Rock,Les
martb103,Martin,Billy
pippc101,Pippen,Cotton
bradb104,Brady,Bill
dadep101,Dade,Paul
barrc102,Barrows,Cuke
smitd002,Smith,Dave
zeard101,Zearfoss,Dave
ericd101,Erickson,Don
jacol101,Jacobus,Larry
belll101,Bell,Les
casta002,Castillo,Alberto
wrigj105,Wright,Johnny
kozlb001,Kozlowski,Ben
borbp101,Borbón,Pedro
geroc101,Gerónimo,César
antob101,Antonello,Bill
guilt001,Guilbeau,Taylor
keenj101,Keener,Jeff
rubij101,Rubio,Jorge
sharj101,Sharrott,Jack
cruzr001,Cruz,Rhiner
shefg101,Sheflott,George
hendg002,Henderson,Gunnar
bella001,Bellatti,Andrew
lidgb001,Lidge,Brad
ruckd001,Rucker,Dave
gervp001,Gervase,Paul
escaj001,Escarra,J. C.
dehlh101,Dehlman,Herman
sheeg001,Sheets,Gavin
sullt102,Sullivan,Tom
mcdob001,McDonald,Ben
prata001,Pratt,Andy
bahns101,Bahnsen,Stan
campg101,Campbell,Gilly
hogsc101,Hogsett,Elon
tierc101,Tierney,Cotton
millf104,Millard,Frank
smitr101,Smith,Reggie
beckc002,Beck,Chris
hurst801,Hurst,Tim
luqud101,Luque,Dolf
mazzc002,Mazza,Chris
kruga102,Kruger,Abe
salvm102,Salvat,Manuel
burkb102,Burke,Bobby
aumop001,Aumont,Phillippe
winkj001,Winkelsas,Joe
frasj001,Frascatore,John
rochb101,Rochefort,Ben
seymi001,Seymour,Ian
campj102,Campbell,John
jourj001,Journell,Jimmy
wagnr001,Wagner,Ryan
lambj001,Lamb,Jake
wills801,Williams,Spin
schuc001,Schutz,Carl
knicb101,Knickerbocker,Bill
brigo101,Briggs,Otto
durae001,Durazo,Erubiel
massn001,Masset,Nick
johnp102,Johnson,Paul
leonm101,León,Max
millw102,Millies,Wally
golvw101,Golvin,Walt
bairj901,Baird,John
sweej901,Sweeney,Monroe
robef101,Roberts,Fred
ullgs101,Ullger,Scott
paulb001,Paulsen,Ben
henro102,Henry,Otis
vossa101,Voss,Alex
willc112,Williams,Clarence
andet003,Anderson,Tanner
mccrl101,McCrabb,Les
marte801,Martins,Eric
mcshp101,McShannic,Pete
lajor701,Lajoie,Roger
foscj001,Foscue,Justin
alvao101,Álvarez,Ossie
thiec001,Thielbar,Caleb
smitr110,Smith,R.
schea901,Scheel,Al
quicu101,Quicksey,
bauzm101,Bauza,Marcelino
hagan001,Hagadone,Nick
gillt901,Gill,Tommy
sappd001,Sappelt,Dave
lauee001,Lauer,Eric
corgc101,Corgan,Chuck
bosks001,Boskie,Shawn
newsl001,Newsome,Ljay
darnt001,d'Arnaud,Travis
duryj101,Duryea,Jesse
minor001,Minor,Ryan
kelld001,Kelly,Don
wirtk101,Wirts,Kettle
grama101,Grammas,Alex
mccow101,McCovey,Willie
frend801,French,Drew
ricoh101,Riconda,Harry
altap001,Altamirano,Porfi
bairb101,Baird,Bob
fullj102,Fuller,Jim
cerme101,Cermak,Ed
klinb001,Kline,Branden
schwk001,Schwarber,Kyle
meyel102,Meyerle,Levi
sweer101,Sweet,Rick
carte101,Cartwright,Ed
belck001,Belcher,Kevin
wirta101,Wirth,Alan
scanp103,Scanlon,Pat
huntw101,Huntzinger,Walt
pagae001,Pagán,Emilio
wellt003,Wells,Tyler
vande001,Vande Berg,Ed
heinc001,Heintz,Chris
rudod102,Rudolph,John
woo-b001,Woo,Bryan
cabre001,Cabrera,Everth
wrigg001,Wright,George
alexg001,Alexander,Gerald
pattb101,Patton,Bill
fishr101,Fisher,Ray
reynk101,Reynolds,Ken
fothb101,Fothergill,Bob
herrt102,Herriage,Troy
lee-t001,Lee,Terry
leriw101,Lerian,Walt
gibbj102,Gibbon,Joe
durbk101,Durbin,Blaine
beecr101,Beecher,Roy
ewinb103,Ewing,Buck
trots101,Trott,Sam
goetm101,Goetz,Mike
johna104,Johnson,Alex
nichk101,Nichols,Kid
nogoj001,Nogowski,John
anded101,Anderson,Dwain
blaiw001,Blair,Willie
goldd101,Goldberg,Dick
romia002,Romine,Austin
herne101,Hernández,Evelio
croww001,Crowe,Wil
pavlg801,Pavlick,Greg
camid101,Camilli,Doug
bennc101,Bennett,Charlie
marod701,Marowski,Dan
haleo101,Hale,Odell
greea001,Green,Andy
goret001,Gore,Terrance
erskc101,Erskine,Carl
candj001,Candelaria,John
fishm101,Fisher,Maurice
thomt102,Thomas,Tom
gunnt101,Gunning,Tom
mcwed101,McWeeny,Doug
tobij102,Tobin,Jackie
barbs101,Barber,Steve
steva001,Stevenson,Andrew
prieq001,Priester,Quinn
bentj101,Bentley,Jack
solop001,Solomon,Peter
jackm001,Jackson,Mike
hendj001,Henderson,Jim
whitj001,White,Jerry
whitf002,Whitley,Forrest
seilr101,Seilheimer,Ricky
larsd102,Larsen,Don
sockc101,Sockalexis,Chief
fishf101,Fisher,Fritz
mccaj901,McCarthy,Jack
freeb104,Freeman,Bill
hanye101,Hanyzewski,Ed
knodr101,Knode,Ray
vizcj001,Vizcaíno,José
quinp102,Quinn,John
germd001,Germán,Domingo
bredb001,Brede,Brent
marqb101,Marquis,Bob
buckj101,Buckley,John
tolea001,Toles,Andrew
ballj101,Ball,Jim
arrid901,Arrieta,David
henkt001,Henke,Tom
mcgib102,McGill,Bill
glynb101,Glynn,Bill
walkf102,Walker,Frank
phele101,Phelps,Ed
baila101,Bailey,Alonza
borgj101,Borges,José
edelj102,Edelman,John
bierb901,Bierhalter,Bits
garcf001,García,Freddy
nossj101,Nossek,Joe
fitzm101,Fitzgerald,Matty
mickg101,Mickens,Glenn
rutlj001,Rutledge,Josh
cofft001,Coffey,Todd
goodr101,Good,Ralph
pinoy001,Pino,Yohan
widnw101,Widner,Wild Bill
hortc001,Horton,Cade
bennh101,Benn,Henry
wihts101,Wihtol,Sandy
goodg101,Good,Gene
thatg101,Thatcher,Grant
gerbg101,Gerberman,George
geyer101,Geyer,Rube
thomd103,Thompson,Danny
wrigj103,Wright,Jim
smitc109,Smith,Charlie
wille106,Williams,Elijah
barnc001,Barnwell,Chris
boswk101,Boswell,Ken
deanp101,Dean,Paul
ashba002,Ashby,Andy
murpb001,Murphy,Bill
papaa101,Papai,Al
spiec001,Spiers,Carson
millb005,Miller,Bobby
vansr801,Van Scoyoc,Robert
david003,Davidson,Dave
howes001,Howe,Steve
browj001,Browne,Jerry
adamj003,Adams,Jordyn
murpc102,Murphy,Con
lanih101,Lanier,Hal
pagnt001,Pagnozzi,Tom
knepc101,Knepper,Charlie
thomb105,Thomson,Bobby
roa-c001,Roa,Christian
rodea001,Roden,Alan
marsb102,Marshall,Bobby
weavo101,Weaver,Orlie
eubaj101,Eubank,John
richp101,Richards,Paul
ravab901,Ravan,Bruce
mateh001,Mateo,Henry
nixoo001,Nixon,Otis
beasl101,Beasley,Lew
grifm001,Griffin,Mike
mcdab101,McDaniel,Booker
mcgep101,McGehee,Pat
wiseh101,Wise,Hughie
obrir101,O'Brien,Ray
colee101,Cole,Ed
murrg001,Murray,Glenn
kemnd101,Kemner,Dutch
milla102,Miller,A.
wrigm901,Wright,Marvin
stepj104,Stephens,Jim
nortl901,Norton,Lee
mallr001,Mallicoat,Rob
jordd101,Jordan,Dutch
bladr101,Bladt,Rick
chilm001,Childers,Matt
bails001,Bailes,Scott
hernl004,Hernández,Luis
myrib101,Myrick,Bob
doylj107,Doyle,Jim
andec001,Anderson,Chase
olsod701,Olson,Drew
weavf102,Weaver,Farmer
markc101,Markle,Cliff
banud001,Bañuelos,David
poweb102,Powell,Bill
diazl001,Díaz,Lewin
fox-e001,Fox,Eric
kurow101,Kurowski,Whitey
say-j101,Say,Jimmy
mcnib001,McNichol,Brian
perrb101,Perrin,Bill
waugj101,Waugh,Jim
reilh101,Reilly,Hal
olivd001,Oliver,Darren
wheac101,Wheatley,Charlie
johnt106,Johnson,Tommy
troyd101,Troy,Dasher
joneb103,Jones,Bob
stavn001,Stavinoha,Nick
hornu101,Horner,
villm101,Villa,Manuel
valej005,Valentine,Joe
holmt101,Holmes,Tommy
riglc901,Rigler,Cy
peake101,Peak,Elias
freef001,Freeman,Freddie
bowmr101,Bowman,Roger
plocw101,Plock,Walter
purda901,Purduski,Al
lee-c001,Lee,Carlos
newet101,Newell,George
dierl101,Dierker,Larry
kerru101,Kerry,
ribad101,Ribant,Dennis
gonzv101,Gonzales,Vince
mccaj802,McCarthy,Joe
nehfa101,Nehf,Art
speeb101,Speece,By
pattm102,Patterson,Mike
forcd101,Force,Davy
stafg101,Stafford,James
mattc102,Mattox,Cloy
hallb102,Hallman,Bill
errid101,Errickson,Dick
terdj001,Terdoslavich,Joey
cassb001,Cassevah,Bobby
karre001,Karros,Eric
burnw801,Burnham,Watch
macij001,Macias,José
shawb001,Shaw,Bryan
schal001,Schafer,Logan
avere102,Averill,Earl
rodrh101,Rodríguez,Héctor
dunsp001,Dunshee,Parker
hardl104,Harden,Lovell
jackd002,Jackson,Darrin
purkm001,Purke,Matt
carts102,Carter,Spoon
sommj101,Sommer,Joe
cooke101,Cook,Earl
mccar001,McCament,Randy
browj901,Brown,Jeff
herzw101,Herzog,Whitey
johnc101,Johnson,Chet
roy-l101,Roy,Luther
russj103,Russell,Jack
karph101,Karpel,Herb
winnm001,Winn,Masyn
cunnj102,Cunningham,John
hould001,Houlton,D. J.
warea101,Ware,Archie
reedm101,Reed,Milt
downa101,Downing,Al
perrh101,Perry,Hank
enwrc101,Enwright,Charlie
howaj101,Howarth,Jim
hay-u101,Hay,
mcclj101,McCloskey,John
kahno101,Kahn,Owen
quira101,Quirk,Art
pintr003,Pinto,René
cookc101,Cook,Cliff
romia001,Romine,Andrew
millr105,Miller,Roger
torrg102,Torres,Gacho
jameb102,James,Bill
henrr001,Henriquez,Ronny
comew101,Comer,Wayne
fry-j001,Fry,Jace
faisu101,Faison,
hemmg101,Hemming,George
ohlmm001,Ohlman,Mike
owene001,Owens,Eric
stord001,Storen,Drew
broxj001,Broxton,Jonathan
dorat101,Doran,Tom
beglj101,Begley,Jim
mcadt101,McAdoo,Tullie
gardl101,Gardner,Larry
mcrab001,McRae,Brian
stros103,Strothers,Sam
nelsn001,Nelson,Nick
pelhc001,Pelham,CD
bennj901,Bennett,Jack
niemj001,Niemann,Jeff
tiftr101,Tift,Ray
davib107,Davidson,Bill
grovr101,Grover,Roy
cruzo002,Cruz,Omar
pattj005,Patterson,Jordan
simsl101,Sims,Leo
pereo002,Pérez,Óliver
joned105,Jones,Darryl
schoj102,Schoeneck,Jumbo
zaria101,Zarilla,Al
hillj103,Hill,Johnson
mcwib101,McWilliams,Bill
simsd101,Sims,Duke
carra002,Carrillo,Alex
straa101,Stratton,Asa
mcvec101,McVey,Cal
ponda101,Pond,Arlie
holld001,Hollins,Dave
millm003,Miller,Mike
mitcm102,Mitchell,Mike
huntr101,Hunt,Ron
payng102,Payne,George
withf101,Withrow,Frank
jonet103,Jones,Tom
flacm101,Flack,Max
grifm102,Griffin,Marty
robed104,Robertson,Don
nuned001,Nuñez,Dom
malaj101,Malay,Joe
cardd101,Cardwell,Don
baylu101,Baylock,
imans001,Imanaga,Shota
crawh101,Crawford,Hubert
smitb002,Smith,Brick
harnu101,Harney,
day-z001,Day,Zach
grimr104,Grimes,Roy
willr105,Williams,Roy
murrj103,Murray,Jim
andrj801,Andrews,Jeff
mitca102,Mitchell,Alonzo
mcnaj001,McNamara,Jim
jirsm801,Jirschele,Mike
echea001,Echevarria,Angel
buckj102,Buckles,Jess
crocc101,Crocker,Claude
petet001,Peterson,Tim
younf101,Young,Frank
mcdom001,McDougall,Marshall
blaid102,Blaisdell,Dick
harrv102,Harris,Vic
weraj101,Wera,Julie
mclaf101,McLaughlin,Frank
kelbg101,Kelb,George
willl103,Willis,Lefty
samur001,Samuels,Roger
amaym001,Amaya,Miguel
johnt003,Johnston,Troy
benia002,Benintendi,Andrew
gosgj101,Gosger,Jim
casti101,Castille,Irv
glenh101,Glenn,Harry
wardm101,Ward,John
michr101,Michaels,Ralph
fieln001,Field,Nate
healr001,Healy,Ryon
ferra101,Ferrara,Al
danij101,Daniel,Jake
ivorb901,Ivory,Bill
holmg101,Holman,Gary
westm101,West,Max
burrj001,Burroughs,Jeff
zachc102,Zachary,Albert
mccob101,McCosky,Barney
raymc101,Raymond,Claude
hendr003,Hendrix,Ryan
whitd103,Whitman,Dick
mallj001,Malloy,Justyn-Henry
mirad001,Mirabelli,Doug
thorm001,Thornton,Matt
lucef101,Luce,Frank
middk001,Middleton,Keynan
flagi101,Flagstead,Ira
kittm101,Kittridge,Malachi
currj101,Curry,Jim
ardir101,Ardizoia,Rugger
maynb101,Maynard,Buster
moris001,Morimando,Shawn
goslg101,Goslin,Goose
vanca101,Van Camp,Al
boswa101,Boswell,Andy
plumb101,Plummer,Bill
thomt103,Thomas,Tommy
harpt002,Harper,Travis
conwj901,Conway,John
thomj007,Thompson,Jake
gossd001,Gossett,Daniel
koong001,Koonce,Graham
taubf101,Tauby,Fred
powei101,Powers,Ike
clevb001,Clevlen,Brent
greej104,Green,Joe
rothl101,Rothschild,Larry
blacm001,Black,Mason
wrigj001,Wright,Jamey
bowma101,Bowman,Abe
hannj102,Hannan,Jim
carpd001,Carpenter,David
crosc101,Cross,Clarence
gandg001,Gandarillas,Gus
woodh101,Woodeshick,Hal
malkj701,Malkoski,John
volpa001,Volpe,Anthony
barbs102,Barber,Steve
garcp101,García,Pedro
birrb101,Birrer,Babe
shiej101,Shields,Jimmy
chapd001,Chapin,Darrin
dalem001,Dalesandro,Mark
banda001,Banda,Anthony
thomr008,Thomas,Rhylan
brumj001,Brumfield,Jacob
sherr102,Sherid,Roy
dillj101,Dillon,John
johns901,Johnson,Steamboat
abbok002,Abbott,Kurt
gee-t101,Gee,Tom
delar001,de la Maza,Roland
mirop101,Miró,Pedro
skenp001,Skenes,Paul
songd101,Songer,Don
toddj102,Todd,Jim
meltr101,Melton,Rube
saxot101,Saxon,Thomas
willg002,Williams,George
dumpb101,Dumpson,Bill
mcarj001,McArthur,James
bushf101,Bushey,Frank
sanca007,Sánchez,Adrián
warnh101,Warnock,Hal
rodri001,Rodríguez,Iván
kolom001,Kolozsvary,Mark
yound004,Young,Delwyn
stovg101,Stovall,George
haslc801,Hasler,Curt
maurr101,Mauriello,Ralph
bejea101,Bejerano,Agustín
peras001,Peralta,Sammy
gonst001,Gonsolin,Tony
wootn101,Wooten,Nathaniel
altee101,Alten,Ernie
librf101,Libran,Frankie
keenh101,Keener,Josh
swanp001,Swann,Pedro
rextw101,Rexter,William
herne002,Hernández,Elieser
serrj001,Serrano,Jimmy
beckm101,Becker,Marty
castr002,Castro,Ramón
turnt102,Turner,Tom
behnm101,Behney,Mel
blueo102,Bluege,Ossie
manng101,Mann,Garth
westo101,Westerberg,Oscar
metzw101,Metzig,William
cornm101,Cornejo,Mardie
grifb102,Griffith,Bob
enzej101,Enzenroth,Jack
joned107,Jones,Carroll
boxbb001,Boxberger,Brad
hernr001,Hernández,Roberto
longt001,Longmire,Tony
stoua101,Stout,Allyn
wertd101,Werth,Dennis
rosaw001,Rosario,Wilin
walkj103,Walker,Johnny
nekob101,Nekola,Bots
nauep901,Nauert,Paul
mcbrb101,McBride,Bake
slaub101,Slaughter,Barney
willd104,Williams,Dick
hu--c001,Hu,Chin-lung
bakef102,Baker,Home Run
winhl101,Winham,Lave
colam001,Colangelo,Mike
galvf001,Galvis,Freddy
luccf801,Lucchesi,Frank
johnd102,Johnson,Don
lanka101,Lankford,Ad
valdl101,Valdés,Lucio
canoj001,Canó,José
mashj801,Mashore,Justin
goodc001,Goodwin,Curtis
fostk002,Foster,Kris
taylc102,Taylor,Carl
campa101,Campanis,Al
murpl102,Murphy,Larry
mulvj101,Mulvey,Joe
mcner102,McNeal,Red
crewt001,Crews,Tim
retto101,Rettig,Otto
irvij001,Irvin,Jake
thoms105,Thompson,Samuel
coang101,Coan,Gil
hesst101,Hess,Tom
pluta001,Plutko,Adam
perkc103,Perkins,Cecil
granf101,Grant,Frank
abree801,Abreu,Erick
westm001,Weston,Mickey
wolge801,Wolgamot,Earl
glovk001,Glover,Koda
kaufc001,Kaufman,Curt
dixos102,Dixon,Steven
gardj101,Gardner,Jim
mclaw901,McLaughlin,William
sakal001,Sakata,Lenn
howed102,Howell,Dixie
gilpu101,Gilpin,
handb101,Hands,Bill
auguc101,Augustus,Cornelius
gracm002,Grace,Mike
solis801,Soliz,Steve
axeld001,Axelrod,Dylan
whits105,White,Sol
relad001,Relaford,Desi
gronl001,Gronkiewicz,Lee
burbn101,Burbrink,Nelson
vilar001,Vilade,Ryan
thomm005,Thompson,Mason
arlid101,Arlich,Don
brinc101,Brinkman,Chuck
macfm001,Macfarlane,Mike
donol101,Donoso,Lino
milth101,Milton,Henry
roeto101,Roettger,Oscar
grafm101,Graff,Milt
burnw101,Burnette,Wally
ellid003,Ellis,Duke
platd701,Plati,Dave
hulet002,Hulett,Tug
fishd101,Fisher,Don
smitp103,Smith,Paul
kitta001,Kittredge,Andrew
barrt001,Barrett,Tim
daalo001,Daal,Omar
wolfb001,Wolfe,Brian
flynm101,Flynn,Mike
daved101,Davenport,Dave
pasej101,Pasek,Johnny
buskj101,Buskey,Joe
fulcj001,Fulchino,Jeff
solan001,Solak,Nick
bordm001,Bordick,Mike
olwie001,Olwine,Ed
bowmb102,Bowman,Bob
brada001,Bradley,Archie
wises101,Wise,Sam
bowlg101,Bowler,Grant
deloi101,Delock,Ike
matop002,Maton,Phil
gibbj103,Gibbons,John
lindj002,Lind,José
youne002,Young,Ernie
mcqug103,McQuillan,George
cottd101,Cotter,Dick
leovj101,Leovich,John
droht101,Drohan,Tom
lombs002,Lombardozzi,Steve
garcc002,Garcia,Christian
mullj901,Mullin,John
welkd001,Welker,Duke
buehm001,Buehrle,Mark
chamb102,Chambers,Bill
pegus001,Pegues,Steve
backl101,Backman,Les
scotj102,Scott,John
oelkb001,Oelkers,Bryan
mower101,Mowe,Ray
ritcj101,Ritchie,Jay
hillh105,Hill,Herbert
castb002,Castro,Bernie
robie101,Robinson,Eddie
blign101,Bligh,Ned
juddm001,Judd,Mike
jensw102,Jensen,Woody
ramir101,Ramírez,Ramiro
armss001,Armstrong,Shawn
murpd102,Murphy,Dick
adamm102,Adams,Mike
burcl101,Burchart,Larry
riosa001,Ríos,Armando
burrl101,Burright,Larry
rossm001,Ross,Mark
mages101,Magee,Sherry
parsw001,Parsons,Wes
folej001,Foley,Jason
quere001,Quero,Edgar
davil103,Davis,L.
charn001,Charlton,Norm
tylee101,Tyler,Eugene
poepm101,Poepping,Mike
rodrb102,Rodríguez,Bienvenido
rennb101,Renna,Bill
gaddj101,Gaddy,John
mcnub101,McNulty,Bill
mcbrp101,McBride,Pete
greej108,Greene,Joe
pattd101,Patterson,Dave
crawj101,Crawford,Jake
hoppn001,Hopper,Norris
herno002,Hernández,Óscar
suteb001,Suter,Brent
veald001,Veal,Donnie
olivj002,Oliva,José
chapj102,Chapman,Jack
dauer001,Dauer,Rich
halts002,Halton,Sean
sharb101,Sharpe,Bud
minug001,Minutelli,Gino
rileg001,Riley,George
corpm001,Corpas,Manny
heisc102,Heise,Clarence
fulmc102,Fulmer,Charles
morrb102,Morrisette,Bill
tobij101,Tobin,Jack
farmb101,Farmer,Bill
fanof101,Fanovich,Frank
sampb003,Sampson,Benj
pignc001,Pignatiello,Carmen
bushj102,Bush,Bullet Joe
schrj001,Schreiber,John
henrj104,Henry,Prince Joe
watks002,Watkins,Steve
dunba101,Dunbar,Ashby
peteh101,Peterson,Hardy
wanta001,Wantz,Andrew
wagnh101,Wagner,Honus
leekg101,Leek,Gene
davit004,Davis,Taylor
wardd001,Ward,Duane
