pitcher_name,pitcher_id,game_date,season,team,opponent,strikeouts,innings_pitched,batters_faced,pitches_thrown,hits,walks,home_runs,is_home,park_k_factor,game_id
Andrew Abbott,abboa001,2025-04-12,2025,CIN,PIT,5,5.0,19,78,2,2,1,1,1.0,CIN202504120
Andrew Abbott,abboa001,2025-04-18,2025,CIN,BAL,11,6.0,21,75,2,1,1,0,1.0,BAL202504180
Andrew Abbott,abboa001,2025-04-25,2025,CIN,COL,4,4.0,21,76,5,5,1,0,0.92,COL202504250
Andrew Abbott,abboa001,2025-05-01,2025,CIN,SLN,3,4.0,18,64,3,4,0,1,1.0,CIN202505010
Andrew Abbott,abboa001,2025-05-06,2025,CIN,ATL,8,5.0,19,77,4,0,0,0,1.02,ATL202505060
Andrew Abbott,abboa001,2025-05-13,2025,CIN,CHA,7,6.0,22,84,4,0,0,1,1.0,CIN202505130
Andrew Abbott,abboa001,2025-05-18,2025,CIN,CLE,5,5.0,22,88,4,3,0,1,1.0,CIN202505180
Andrew Abbott,abboa001,2025-05-24,2025,CIN,CHN,2,5.7,23,68,6,2,1,1,1.0,CIN202505240
Andrew Abbott,abboa001,2025-05-30,2025,CIN,CHN,8,7.0,23,78,1,1,0,0,0.97,CHN202505300
Andrew Abbott,abboa001,2025-06-04,2025,CIN,MIL,6,6.0,26,89,7,1,2,1,1.0,CIN202506040
Andrew Abbott,abboa001,2025-06-10,2025,CIN,CLE,5,9.0,31,106,3,1,0,0,1.04,CLE202506100
Andrew Abbott,abboa001,2025-06-17,2025,CIN,MIN,5,5.7,26,84,8,0,2,1,1.0,CIN202506170
Andrew Abbott,abboa001,2025-06-22,2025,CIN,SLN,3,7.0,25,84,4,0,0,0,1.0,SLN202506220
Andrew Abbott,abboa001,2025-06-28,2025,CIN,SDN,4,5.0,24,89,7,2,1,1,1.0,CIN202506280
Andrew Abbott,abboa001,2025-07-04,2025,CIN,PHI,2,3.3,19,57,9,0,1,0,1.01,PHI202507040
Andrew Abbott,abboa001,2025-07-09,2025,CIN,MIA,5,7.7,30,84,6,2,0,1,1.0,CIN202507090
Andrew Abbott,abboa001,2025-07-20,2025,CIN,NYN,5,6.0,25,80,6,1,0,0,1.06,NYN202507200
Andrew Abbott,abboa001,2025-07-26,2025,CIN,TBA,7,6.0,23,86,2,3,1,1,1.0,CIN202507260
Andrew Abbott,abboa001,2025-07-31,2025,CIN,ATL,1,5.3,25,85,5,5,0,1,1.0,CIN202507310
Andrew Abbott,abboa001,2025-08-06,2025,CIN,CHN,3,6.7,29,87,7,2,2,0,0.97,CHN202508060
Andrew Abbott,abboa001,2025-08-11,2025,CIN,PHI,6,7.7,28,89,6,0,0,1,1.0,CIN202508110
Andrew Abbott,abboa001,2025-08-17,2025,CIN,MIL,7,7.0,24,88,4,0,0,1,1.0,CIN202508170
Andrew Abbott,abboa001,2025-08-23,2025,CIN,ARI,6,4.0,21,60,8,0,2,0,1.03,ARI202508230
Andrew Abbott,abboa001,2025-08-30,2025,CIN,SLN,7,5.0,22,77,3,4,0,1,1.0,CIN202508300
Andrew Abbott,abboa001,2025-09-05,2025,CIN,NYN,5,4.7,25,81,9,1,1,1,1.0,CIN202509050
Andrew Abbott,abboa001,2025-09-10,2025,CIN,SDN,6,8.0,30,88,5,2,1,0,1.08,SDN202509100
Andrew Abbott,abboa001,2025-09-16,2025,CIN,SLN,7,4.7,22,84,8,0,1,0,1.0,SLN202509160
Andrew Abbott,abboa001,2025-09-21,2025,CIN,CHN,2,4.7,20,77,5,1,0,1,1.0,CIN202509210
Andrew Abbott,abboa001,2025-09-27,2025,CIN,MIL,4,5.3,21,79,5,0,1,0,1.05,MIL202509270
Mick Abel,abelm001,2025-05-18,2025,PHI,PIT,9,6.0,22,65,5,0,0,1,1.01,PHI202505180
Mick Abel,abelm001,2025-06-04,2025,PHI,TOR,2,5.3,19,66,3,0,0,0,1.0,TOR202506040
Mick Abel,abelm001,2025-06-10,2025,PHI,CHN,3,4.0,20,78,6,3,3,1,1.01,PHI202506100
Mick Abel,abelm001,2025-06-16,2025,PHI,MIA,3,5.0,20,63,3,1,0,0,0.98,MIA202506160
Mick Abel,abelm001,2025-06-21,2025,PHI,NYN,1,3.0,15,60,6,0,4,1,1.01,PHI202506210
Mick Abel,abelm001,2025-06-27,2025,PHI,ATL,0,0.0,0,0,0,0,0,0,1.02,ATL202506270
Mick Abel,abelm001,2025-07-02,2025,PHI,SDN,3,1.7,12,51,2,5,0,1,1.01,PHI202507021
Mick Abel,abelm001,2025-08-23,2025,MIN,CHA,2,3.0,17,53,7,2,1,0,0.99,CHA202508230
Mick Abel,abelm001,2025-09-27,2025,MIN,PHI,9,6.0,21,69,3,1,0,0,1.01,PHI202509270
Travis Adams,adamt002,2025-08-04,2025,MIN,DET,7,5.0,17,46,4,0,1,0,1.0,DET202508040
Travis Adams,adamt002,2025-08-12,2025,MIN,NYA,2,2.3,15,58,4,4,2,0,0.99,NYA202508120
Keegan Akin,akink001,2025-04-26,2025,BAL,DET,1,1.7,6,23,0,1,0,0,1.0,DET202504262
Keegan Akin,akink001,2025-05-20,2025,BAL,MIL,2,1.0,4,17,0,1,0,0,1.05,MIL202505200
Keegan Akin,akink001,2025-06-12,2025,BAL,DET,2,1.0,5,19,1,1,0,1,1.0,BAL202506120
Sandy Alcántara,alcas001,2025-03-27,2025,MIA,PIT,7,4.7,20,80,2,4,0,1,0.98,MIA202503270
Sandy Alcántara,alcas001,2025-04-01,2025,MIA,NYN,4,5.0,18,65,3,0,1,1,0.98,MIA202504010
Sandy Alcántara,alcas001,2025-04-12,2025,MIA,WAS,1,5.7,25,85,5,4,0,1,0.98,MIA202504120
Sandy Alcántara,alcas001,2025-04-18,2025,MIA,PHI,1,2.0,12,49,4,2,1,0,1.01,PHI202504180
Sandy Alcántara,alcas001,2025-04-23,2025,MIA,CIN,4,6.0,25,75,5,2,1,1,0.98,MIA202504230
Sandy Alcántara,alcas001,2025-04-29,2025,MIA,LAN,2,2.7,20,65,7,5,1,0,1.03,LAN202504290
Sandy Alcántara,alcas001,2025-05-05,2025,MIA,LAN,4,5.0,22,72,6,1,2,1,0.98,MIA202505050
Sandy Alcántara,alcas001,2025-05-11,2025,MIA,CHA,8,5.7,26,83,7,3,1,0,0.99,CHA202505110
Sandy Alcántara,alcas001,2025-05-17,2025,MIA,TBA,3,5.0,23,89,5,2,0,1,0.98,MIA202505170
Sandy Alcántara,alcas001,2025-05-23,2025,MIA,ANA,6,5.3,25,83,5,2,1,0,0.99,ANA202505230
Sandy Alcántara,alcas001,2025-05-28,2025,MIA,SDN,0,4.0,21,69,7,4,0,0,1.08,SDN202505280
Sandy Alcántara,alcas001,2025-06-03,2025,MIA,COL,4,6.0,24,63,4,1,0,1,0.98,MIA202506030
Sandy Alcántara,alcas001,2025-06-10,2025,MIA,PIT,6,6.0,22,71,3,1,0,0,1.0,PIT202506100
Sandy Alcántara,alcas001,2025-06-16,2025,MIA,PHI,5,5.0,21,79,5,1,2,1,0.98,MIA202506160
Sandy Alcántara,alcas001,2025-06-22,2025,MIA,ATL,4,6.0,26,81,6,2,0,1,0.98,MIA202506220
Sandy Alcántara,alcas001,2025-06-28,2025,MIA,ARI,4,6.0,30,79,10,0,1,0,1.03,ARI202506280
Sandy Alcántara,alcas001,2025-07-04,2025,MIA,MIL,4,6.0,25,79,5,1,0,1,0.98,MIA202507040
Sandy Alcántara,alcas001,2025-07-09,2025,MIA,CIN,4,5.0,26,85,9,2,1,0,1.0,CIN202507090
Sandy Alcántara,alcas001,2025-07-18,2025,MIA,KCA,2,6.0,26,81,8,2,1,1,0.98,MIA202507180
Sandy Alcántara,alcas001,2025-07-23,2025,MIA,SDN,4,7.0,23,80,4,0,0,1,0.98,MIA202507230
Sandy Alcántara,alcas001,2025-07-29,2025,MIA,SLN,4,5.0,21,82,3,3,0,0,1.0,SLN202507290
Sandy Alcántara,alcas001,2025-08-04,2025,MIA,HOU,5,7.0,31,78,9,1,0,1,0.98,MIA202508040
Sandy Alcántara,alcas001,2025-08-09,2025,MIA,ATL,4,5.0,24,88,7,4,2,0,1.02,ATL202508092
Sandy Alcántara,alcas001,2025-08-15,2025,MIA,BOS,7,6.0,21,70,2,1,0,0,0.98,BOS202508150
Sandy Alcántara,alcas001,2025-08-20,2025,MIA,SLN,9,7.0,29,104,5,1,1,1,0.98,MIA202508200
Sandy Alcántara,alcas001,2025-08-26,2025,MIA,ATL,7,7.0,26,95,3,2,1,1,0.98,MIA202508260
Sandy Alcántara,alcas001,2025-08-31,2025,MIA,NYN,6,7.0,27,82,4,1,0,0,1.06,NYN202508310
Sandy Alcántara,alcas001,2025-09-06,2025,MIA,PHI,4,6.0,26,96,7,1,1,1,0.98,MIA202509060
Sandy Alcántara,alcas001,2025-09-12,2025,MIA,DET,8,7.0,25,90,4,0,1,1,0.98,MIA202509120
Sandy Alcántara,alcas001,2025-09-18,2025,MIA,COL,8,6.7,27,83,5,2,2,0,0.92,COL202509180
Sandy Alcántara,alcas001,2025-09-26,2025,MIA,NYN,3,7.0,28,81,6,2,1,1,0.98,MIA202509260
Sam Aldegheri,aldes001,2025-09-23,2025,ANA,KCA,3,4.7,23,82,7,2,0,1,0.99,ANA202509230
Sam Aldegheri,aldes001,2025-09-28,2025,ANA,HOU,5,4.7,25,79,7,3,2,1,0.99,ANA202509280
Jason Alexander,alexj001,2025-06-17,2025,HOU,ATH,4,6.0,25,76,3,3,0,0,1.0,ATH202506170
Jason Alexander,alexj001,2025-07-24,2025,HOU,ATH,3,6.0,30,91,11,2,1,1,1.02,HOU202507240
Jason Alexander,alexj001,2025-07-29,2025,HOU,WAS,6,4.7,20,67,5,2,1,1,1.02,HOU202507290
Jason Alexander,alexj001,2025-08-04,2025,HOU,MIA,6,6.0,23,71,3,1,0,0,0.98,MIA202508040
Jason Alexander,alexj001,2025-08-10,2025,HOU,NYA,3,6.0,21,63,1,3,0,0,0.99,NYA202508100
Jason Alexander,alexj001,2025-08-16,2025,HOU,BAL,6,6.0,22,73,3,0,1,1,1.02,HOU202508160
Jason Alexander,alexj001,2025-08-21,2025,HOU,BAL,3,5.3,25,79,8,1,1,0,1.0,BAL202508210
Jason Alexander,alexj001,2025-08-28,2025,HOU,COL,8,5.7,25,74,7,1,2,1,1.02,HOU202508280
Jason Alexander,alexj001,2025-09-03,2025,HOU,NYA,6,5.0,23,92,6,2,2,1,1.02,HOU202509030
Jason Alexander,alexj001,2025-09-10,2025,HOU,TOR,3,7.0,23,69,3,1,0,0,1.0,TOR202509100
Jason Alexander,alexj001,2025-09-15,2025,HOU,TEX,5,4.7,20,69,5,1,1,1,1.02,HOU202509150
Jason Alexander,alexj001,2025-09-21,2025,HOU,SEA,1,1.3,12,29,7,1,2,1,1.02,HOU202509210
Jason Alexander,alexj001,2025-09-26,2025,HOU,ANA,4,4.7,18,44,4,1,1,0,0.99,ANA202509260
Tyler Alexander,alext001,2025-04-04,2025,MIL,CIN,6,5.7,21,73,0,3,0,1,1.05,MIL202504040
Tyler Alexander,alext001,2025-04-09,2025,MIL,COL,3,3.7,19,72,6,2,1,0,0.92,COL202504090
Tyler Alexander,alext001,2025-04-14,2025,MIL,DET,2,4.0,23,66,6,3,0,1,1.05,MIL202504140
Tyler Alexander,alext001,2025-05-02,2025,MIL,CHN,1,0.7,5,14,3,0,0,1,1.05,MIL202505020
Tyler Alexander,alext001,2025-07-30,2025,CHA,PHI,3,3.3,14,47,3,1,0,1,0.99,CHA202507300
Kolby Allard,allak001,2025-05-28,2025,CLE,LAN,3,4.0,16,52,4,0,0,1,1.04,CLE202505280
Kolby Allard,allak001,2025-07-30,2025,CLE,COL,5,3.3,11,33,1,0,0,1,1.04,CLE202507300
Logan Allen,allel003,2025-04-01,2025,CLE,SDN,1,5.3,24,71,7,5,1,0,1.08,SDN202504010
Logan Allen,allel003,2025-04-09,2025,CLE,CHA,4,4.7,21,63,4,2,0,1,1.04,CLE202504090
Logan Allen,allel003,2025-04-15,2025,CLE,BAL,6,5.7,22,80,2,2,0,0,1.0,BAL202504150
Logan Allen,allel003,2025-04-20,2025,CLE,PIT,5,5.7,23,83,5,1,0,0,1.0,PIT202504200
Logan Allen,allel003,2025-04-27,2025,CLE,BOS,2,4.3,24,70,9,3,1,1,1.04,CLE202504270
Logan Allen,allel003,2025-05-02,2025,CLE,TOR,4,5.7,25,80,6,2,1,0,1.0,TOR202505020
Logan Allen,allel003,2025-05-07,2025,CLE,WAS,3,4.0,23,77,7,4,0,0,1.01,WAS202505070
Logan Allen,allel003,2025-05-13,2025,CLE,MIL,6,6.0,22,75,3,1,0,1,1.04,CLE202505130
Logan Allen,allel003,2025-05-19,2025,CLE,MIN,3,3.0,13,40,4,1,0,0,1.0,MIN202505190
Logan Allen,allel003,2025-05-25,2025,CLE,DET,2,3.7,22,83,6,4,1,0,1.0,DET202505250
Logan Allen,allel003,2025-06-06,2025,CLE,HOU,2,6.0,27,66,7,2,1,1,1.04,CLE202506060
Logan Allen,allel003,2025-06-11,2025,CLE,CIN,6,6.0,22,64,4,1,2,1,1.04,CLE202506110
Logan Allen,allel003,2025-06-18,2025,CLE,SFN,4,5.3,21,77,4,2,1,0,1.03,SFN202506180
Logan Allen,allel003,2025-06-24,2025,CLE,TOR,4,5.7,27,83,8,2,0,1,1.04,CLE202506240
Logan Allen,allel003,2025-06-29,2025,CLE,SLN,6,6.0,24,72,6,2,1,1,1.04,CLE202506290
Logan Allen,allel003,2025-07-05,2025,CLE,DET,5,6.0,21,66,2,2,1,1,1.04,CLE202507050
Logan Allen,allel003,2025-07-11,2025,CLE,CHA,5,6.0,20,59,1,2,1,0,0.99,CHA202507111
Logan Allen,allel003,2025-07-19,2025,CLE,ATH,4,5.3,24,61,8,1,0,1,1.04,CLE202507190
Logan Allen,allel003,2025-07-24,2025,CLE,BAL,4,6.3,27,69,7,0,1,1,1.04,CLE202507240
Logan Allen,allel003,2025-07-29,2025,CLE,COL,3,7.0,28,103,8,1,2,1,1.04,CLE202507290
Logan Allen,allel003,2025-08-05,2025,CLE,NYN,6,5.0,23,68,4,4,0,0,1.06,NYN202508050
Logan Allen,allel003,2025-08-12,2025,CLE,MIA,5,5.0,24,70,5,4,0,1,1.04,CLE202508120
Logan Allen,allel003,2025-08-17,2025,CLE,ATL,6,4.7,23,82,5,3,0,1,1.04,CLE202508170
Logan Allen,allel003,2025-08-23,2025,CLE,TEX,2,5.0,26,80,8,3,3,0,0.99,TEX202508230
Logan Allen,allel003,2025-08-29,2025,CLE,SEA,5,6.0,24,82,6,3,1,1,1.04,CLE202508290
Logan Allen,allel003,2025-09-04,2025,CLE,TBA,4,5.0,24,63,6,2,0,0,1.05,TBA202509040
Logan Allen,allel003,2025-09-10,2025,CLE,KCA,2,5.0,21,70,6,0,0,1,1.04,CLE202509100
Logan Allen,allel003,2025-09-20,2025,CLE,MIN,7,8.0,26,87,4,1,0,0,1.0,MIN202509202
Logan Allen,allel003,2025-09-28,2025,CLE,TEX,4,4.3,22,71,5,2,0,1,1.04,CLE202509280
Andrew Alvarez,alvaa003,2025-09-01,2025,WAS,MIA,4,5.0,19,62,1,2,0,1,1.01,WAS202509010
Andrew Alvarez,alvaa003,2025-09-07,2025,WAS,CHN,2,4.7,20,76,3,3,1,0,0.97,CHN202509070
Andrew Alvarez,alvaa003,2025-09-13,2025,WAS,PIT,5,6.0,23,76,3,1,0,1,1.01,WAS202509130
Andrew Alvarez,alvaa003,2025-09-19,2025,WAS,NYN,4,3.3,18,73,7,1,0,0,1.06,NYN202509190
Andrew Alvarez,alvaa003,2025-09-24,2025,WAS,ATL,5,4.3,18,80,2,3,0,0,1.02,ATL202509240
Tyler Anderson,andet002,2025-03-31,2025,ANA,SLN,4,5.0,22,82,6,2,2,0,1.0,SLN202503310
Tyler Anderson,andet002,2025-04-06,2025,ANA,CLE,5,5.0,21,65,1,4,1,1,0.99,ANA202504060
Tyler Anderson,andet002,2025-04-12,2025,ANA,HOU,6,5.7,22,77,1,4,0,0,1.02,HOU202504120
Tyler Anderson,andet002,2025-04-18,2025,ANA,SFN,6,6.0,23,77,3,2,0,1,0.99,ANA202504180
Tyler Anderson,andet002,2025-04-24,2025,ANA,PIT,1,6.0,24,82,6,0,2,1,0.99,ANA202504240
Tyler Anderson,andet002,2025-04-30,2025,ANA,SEA,5,6.0,25,70,4,2,1,0,1.04,SEA202504300
Tyler Anderson,andet002,2025-05-06,2025,ANA,TOR,7,6.7,27,78,6,1,1,1,0.99,ANA202505060
Tyler Anderson,andet002,2025-05-11,2025,ANA,BAL,5,5.0,22,69,4,2,0,1,0.99,ANA202505110
Tyler Anderson,andet002,2025-05-17,2025,ANA,LAN,4,5.0,23,75,7,0,2,0,1.03,LAN202505170
Tyler Anderson,andet002,2025-05-22,2025,ANA,ATH,0,4.7,26,96,7,6,1,0,1.0,ATH202505220
Tyler Anderson,andet002,2025-05-27,2025,ANA,NYA,3,6.0,25,71,5,1,1,1,0.99,ANA202505270
Tyler Anderson,andet002,2025-06-02,2025,ANA,BOS,5,4.3,22,80,7,2,0,0,0.98,BOS202506020
Tyler Anderson,andet002,2025-06-08,2025,ANA,SEA,6,4.7,25,85,8,1,0,1,0.99,ANA202506080
Tyler Anderson,andet002,2025-06-14,2025,ANA,BAL,4,5.0,25,67,9,2,2,0,1.0,BAL202506140
Tyler Anderson,andet002,2025-06-19,2025,ANA,NYA,4,6.0,25,86,8,2,2,0,0.99,NYA202506190
Tyler Anderson,andet002,2025-06-24,2025,ANA,BOS,5,4.7,18,69,2,2,0,1,0.99,ANA202506240
Tyler Anderson,andet002,2025-07-01,2025,ANA,ATL,7,6.0,24,75,4,2,0,0,1.02,ATL202507010
Tyler Anderson,andet002,2025-07-06,2025,ANA,TOR,2,5.0,24,82,8,2,1,0,1.0,TOR202507060
Tyler Anderson,andet002,2025-07-11,2025,ANA,ARI,3,5.0,25,67,8,2,1,1,0.99,ANA202507110
Tyler Anderson,andet002,2025-07-21,2025,ANA,NYN,4,6.0,27,74,4,5,1,0,1.06,NYN202507210
Tyler Anderson,andet002,2025-07-26,2025,ANA,SEA,1,4.7,19,73,6,0,2,1,0.99,ANA202507260
Tyler Anderson,andet002,2025-08-01,2025,ANA,CHA,5,6.0,26,83,5,2,3,1,0.99,ANA202508010
Tyler Anderson,andet002,2025-08-06,2025,ANA,TBA,5,4.0,18,47,5,1,3,1,0.99,ANA202508060
Tyler Anderson,andet002,2025-08-16,2025,ANA,ATH,1,4.0,19,77,3,5,1,0,1.0,ATH202508160
Tyler Anderson,andet002,2025-08-22,2025,ANA,CHN,5,5.0,20,66,3,2,1,1,0.99,ANA202508220
Tyler Anderson,andet002,2025-08-29,2025,ANA,HOU,1,5.0,22,66,5,3,0,0,1.02,HOU202508290
Shawn Armstrong,armss001,2025-06-13,2025,TEX,CHA,5,3.0,9,23,0,0,0,1,0.99,TEX202506130
Shawn Armstrong,armss001,2025-06-19,2025,TEX,KCA,1,1.0,5,16,1,1,1,1,0.99,TEX202506190
Spencer Arrighetti,arris001,2025-03-29,2025,HOU,NYN,5,6.0,21,71,1,2,0,1,1.02,HOU202503290
Spencer Arrighetti,arris001,2025-04-05,2025,HOU,MIN,3,3.7,18,48,3,3,1,0,1.0,MIN202504050
Spencer Arrighetti,arris001,2025-08-06,2025,HOU,MIA,5,3.7,23,69,11,1,1,0,0.98,MIA202508060
Spencer Arrighetti,arris001,2025-08-12,2025,HOU,BOS,3,5.0,22,76,1,5,0,1,1.02,HOU202508120
Spencer Arrighetti,arris001,2025-08-18,2025,HOU,DET,5,5.0,25,80,7,4,2,0,1.0,DET202508180
Spencer Arrighetti,arris001,2025-08-24,2025,HOU,BAL,2,5.7,22,83,6,0,1,0,1.0,BAL202508240
Spencer Arrighetti,arris001,2025-08-30,2025,HOU,ANA,8,6.3,25,83,1,5,1,1,1.02,HOU202508300
Aaron Ashby,ashba003,2025-08-27,2025,MIL,ARI,3,2.0,6,24,0,0,0,1,1.05,MIL202508270
Braxton Ashcraft,ashcb001,2025-06-23,2025,PIT,MIL,2,3.0,10,33,1,0,0,0,1.05,MIL202506230
Braxton Ashcraft,ashcb001,2025-08-09,2025,PIT,CIN,5,3.3,15,45,3,1,0,1,1.0,PIT202508090
Braxton Ashcraft,ashcb001,2025-08-15,2025,PIT,CHN,4,5.0,18,50,3,0,0,0,0.97,CHN202508150
Braxton Ashcraft,ashcb001,2025-08-22,2025,PIT,COL,6,5.0,16,46,1,1,0,1,1.0,PIT202508220
Braxton Ashcraft,ashcb001,2025-08-28,2025,PIT,SLN,5,5.7,21,57,4,1,0,0,1.0,SLN202508280
Braxton Ashcraft,ashcb001,2025-09-03,2025,PIT,LAN,4,3.0,15,53,2,4,0,1,1.0,PIT202509030
Braxton Ashcraft,ashcb001,2025-09-15,2025,PIT,CHN,4,4.0,19,53,6,2,1,1,1.0,PIT202509150
Braxton Ashcraft,ashcb001,2025-09-25,2025,PIT,CIN,5,4.3,21,56,8,1,0,0,1.0,CIN202509250
Javier Assad,assaj001,2025-08-12,2025,CHN,TOR,2,4.0,21,57,8,1,1,0,1.0,TOR202508120
Javier Assad,assaj001,2025-08-17,2025,CHN,PIT,3,4.0,18,62,5,1,0,1,0.97,CHN202508170
Javier Assad,assaj001,2025-08-22,2025,CHN,ANA,4,6.0,22,60,2,1,1,0,0.99,ANA202508220
Javier Assad,assaj001,2025-08-30,2025,CHN,COL,1,6.0,24,68,7,2,0,0,0.92,COL202508300
Javier Assad,assaj001,2025-09-05,2025,CHN,WAS,4,5.3,21,60,3,2,1,1,0.97,CHN202509050
Javier Assad,assaj001,2025-09-20,2025,CHN,CIN,2,4.0,18,68,3,2,0,0,1.0,CIN202509200
Javier Assad,assaj001,2025-09-28,2025,CHN,SLN,6,5.3,19,66,3,1,0,1,0.97,CHN202509280
Lake Bachar,bachl001,2025-09-01,2025,MIA,WAS,2,2.0,8,30,2,0,0,0,1.01,WAS202509010
Anthony Banda,banda001,2025-09-15,2025,LAN,PHI,1,0.3,3,13,1,1,1,1,1.03,LAN202509150
Scott Barlow,barls001,2025-09-02,2025,CIN,TOR,1,1.0,7,32,2,3,1,1,1.0,CIN202509020
Mason Barnett,barnm002,2025-08-30,2025,ATH,TEX,1,4.0,20,60,8,0,1,1,1.0,ATH202508300
Mason Barnett,barnm002,2025-09-05,2025,ATH,ANA,8,5.0,23,77,3,5,0,0,0.99,ANA202509050
Mason Barnett,barnm002,2025-09-10,2025,ATH,BOS,4,3.7,20,67,7,1,0,1,1.0,ATH202509100
Mason Barnett,barnm002,2025-09-17,2025,ATH,BOS,2,4.0,19,81,5,3,1,0,0.98,BOS202509170
Mason Barnett,barnm002,2025-09-26,2025,ATH,KCA,3,5.7,22,82,3,2,1,1,1.0,ATH202509260
Brady Basso,bassb002,2025-09-28,2025,ATH,KCA,0,1.3,9,23,3,2,0,1,1.0,ATH202509280
Chris Bassitt,bassc001,2025-03-30,2025,TOR,BAL,7,6.0,27,73,8,2,0,1,1.0,TOR202503300
Chris Bassitt,bassc001,2025-04-05,2025,TOR,NYN,9,6.7,24,78,4,0,0,0,1.06,NYN202504050
Chris Bassitt,bassc001,2025-04-10,2025,TOR,BOS,5,5.7,22,66,5,1,0,0,0.98,BOS202504100
Chris Bassitt,bassc001,2025-04-16,2025,TOR,ATL,10,5.0,20,88,3,2,0,1,1.0,TOR202504160
Chris Bassitt,bassc001,2025-04-22,2025,TOR,HOU,3,5.3,26,83,7,1,0,0,1.02,HOU202504220
Chris Bassitt,bassc001,2025-04-27,2025,TOR,NYA,5,5.7,25,86,6,1,2,0,0.99,NYA202504272
Chris Bassitt,bassc001,2025-05-02,2025,TOR,CLE,4,5.3,23,86,7,0,2,1,1.0,TOR202505020
Chris Bassitt,bassc001,2025-05-08,2025,TOR,ANA,6,6.0,29,73,8,1,2,0,0.99,ANA202505080
Chris Bassitt,bassc001,2025-05-14,2025,TOR,TBA,6,5.7,25,88,7,2,0,1,1.0,TOR202505140
Chris Bassitt,bassc001,2025-05-20,2025,TOR,SDN,6,6.0,23,82,4,1,0,1,1.0,TOR202505200
Chris Bassitt,bassc001,2025-05-25,2025,TOR,TBA,2,4.0,22,74,9,2,1,0,1.05,TBA202505250
Chris Bassitt,bassc001,2025-05-30,2025,TOR,ATH,6,5.0,23,64,7,2,2,1,1.0,TOR202505300
Chris Bassitt,bassc001,2025-06-05,2025,TOR,PHI,6,7.0,28,91,5,2,0,1,1.0,TOR202506050
Chris Bassitt,bassc001,2025-06-10,2025,TOR,SLN,3,7.0,29,80,6,2,1,0,1.0,SLN202506100
Chris Bassitt,bassc001,2025-06-17,2025,TOR,ARI,5,6.0,27,82,6,1,0,1,1.0,TOR202506170
Chris Bassitt,bassc001,2025-06-22,2025,TOR,CHA,7,6.0,20,63,3,1,0,1,1.0,TOR202506220
Chris Bassitt,bassc001,2025-06-28,2025,TOR,BOS,3,2.0,19,60,8,4,1,0,0.98,BOS202506280
Chris Bassitt,bassc001,2025-07-03,2025,TOR,NYA,9,5.7,28,90,8,3,1,1,1.0,TOR202507030
Chris Bassitt,bassc001,2025-07-08,2025,TOR,CHA,1,6.0,21,59,4,1,1,0,0.99,CHA202507080
Chris Bassitt,bassc001,2025-07-18,2025,TOR,SFN,5,6.3,27,85,10,0,0,1,1.0,TOR202507180
Chris Bassitt,bassc001,2025-07-23,2025,TOR,NYA,8,7.3,27,86,3,0,3,1,1.0,TOR202507230
Chris Bassitt,bassc001,2025-07-28,2025,TOR,BAL,4,2.3,15,61,7,1,2,0,1.0,BAL202507280
Chris Bassitt,bassc001,2025-08-03,2025,TOR,KCA,5,6.0,23,76,1,3,0,1,1.0,TOR202508030
Chris Bassitt,bassc001,2025-08-09,2025,TOR,LAN,2,4.7,22,62,6,2,2,0,1.03,LAN202508090
Chris Bassitt,bassc001,2025-08-15,2025,TOR,TEX,4,5.0,22,92,4,4,1,1,1.0,TOR202508150
Chris Bassitt,bassc001,2025-08-20,2025,TOR,PIT,10,5.7,25,105,6,2,0,0,1.0,PIT202508200
Chris Bassitt,bassc001,2025-08-26,2025,TOR,MIN,6,5.7,24,73,4,3,1,1,1.0,TOR202508260
Chris Bassitt,bassc001,2025-09-01,2025,TOR,CIN,6,6.0,25,79,5,2,0,0,1.0,CIN202509010
Chris Bassitt,bassc001,2025-09-06,2025,TOR,NYA,3,5.0,22,68,3,3,0,0,0.99,NYA202509060
Chris Bassitt,bassc001,2025-09-12,2025,TOR,BAL,6,5.0,18,61,2,1,0,1,1.0,TOR202509120
Chris Bassitt,bassc001,2025-09-18,2025,TOR,TBA,3,4.3,22,70,8,2,0,0,1.05,TBA202509180
Shane Baz,baz-s001,2025-04-01,2025,TBA,PIT,10,6.0,23,80,7,0,0,1,1.05,TBA202504010
Shane Baz,baz-s001,2025-04-08,2025,TBA,ANA,6,7.0,28,85,3,4,1,1,1.05,TBA202504080
Shane Baz,baz-s001,2025-04-14,2025,TBA,BOS,11,6.0,20,66,2,0,1,1,1.05,TBA202504140
Shane Baz,baz-s001,2025-04-19,2025,TBA,NYA,3,3.3,18,74,4,4,1,1,1.05,TBA202504190
Shane Baz,baz-s001,2025-04-25,2025,TBA,SDN,6,7.0,25,89,4,1,0,0,1.08,SDN202504250
Shane Baz,baz-s001,2025-05-01,2025,TBA,KCA,1,5.7,28,84,9,3,1,1,1.05,TBA202505010
Shane Baz,baz-s001,2025-05-07,2025,TBA,PHI,3,3.3,21,70,8,2,1,1,1.05,TBA202505070
Shane Baz,baz-s001,2025-05-13,2025,TBA,TOR,6,4.7,19,69,4,2,2,0,1.0,TOR202505130
Shane Baz,baz-s001,2025-05-18,2025,TBA,MIA,2,6.0,28,82,9,3,2,0,0.98,MIA202505180
