pitcher_name,pitcher_id,game_date,season,team,opponent,strikeouts,innings_pitched,batters_faced,pitches_thrown,hits,walks,home_runs,is_home,park_k_factor,game_id
Shane Baz,baz-s001,2025-05-24,2025,TBA,TOR,4,5.7,23,68,4,3,1,1,1.05,TBA202505240
Shane Baz,baz-s001,2025-05-29,2025,TBA,HOU,3,5.7,24,74,7,0,2,0,1.02,HOU202505290
Shane Baz,baz-s001,2025-06-04,2025,TBA,TEX,5,5.0,22,71,5,1,1,1,1.05,TBA202506040
Shane Baz,baz-s001,2025-06-09,2025,TBA,BOS,5,5.3,22,59,3,3,0,0,0.98,BOS202506090
Shane Baz,baz-s001,2025-06-15,2025,TBA,NYN,6,6.7,27,90,3,4,0,0,1.06,NYN202506150
Shane Baz,baz-s001,2025-06-20,2025,TBA,DET,6,5.3,24,97,4,4,1,1,1.05,TBA202506200
Shane Baz,baz-s001,2025-06-26,2025,TBA,KCA,9,8.0,27,90,3,1,0,0,0.96,KCA202506260
Shane Baz,baz-s001,2025-07-01,2025,TBA,ATH,11,7.0,28,72,7,1,2,1,1.05,TBA202507010
Shane Baz,baz-s001,2025-07-07,2025,TBA,DET,7,6.0,27,84,7,2,1,0,1.0,DET202507070
Shane Baz,baz-s001,2025-07-12,2025,TBA,BOS,3,6.3,24,84,5,2,0,0,0.98,BOS202507120
Shane Baz,baz-s001,2025-07-21,2025,TBA,CHA,4,4.0,22,72,8,2,2,1,1.05,TBA202507210
Shane Baz,baz-s001,2025-07-27,2025,TBA,CIN,5,5.0,22,79,5,2,0,0,1.0,CIN202507270
Shane Baz,baz-s001,2025-08-01,2025,TBA,LAN,8,5.0,25,65,8,2,1,1,1.05,TBA202508010
Shane Baz,baz-s001,2025-08-06,2025,TBA,ANA,9,4.0,19,70,5,2,1,0,0.99,ANA202508060
Shane Baz,baz-s001,2025-08-12,2025,TBA,ATH,7,7.0,30,74,6,2,0,0,1.0,ATH202508120
Shane Baz,baz-s001,2025-08-19,2025,TBA,NYA,3,3.0,18,51,7,2,5,1,1.05,TBA202508190
Shane Baz,baz-s001,2025-08-26,2025,TBA,CLE,7,6.0,23,84,3,2,0,0,1.04,CLE202508260
Shane Baz,baz-s001,2025-09-01,2025,TBA,SEA,6,6.0,23,72,5,2,0,1,1.05,TBA202509010
Shane Baz,baz-s001,2025-09-06,2025,TBA,CLE,8,5.0,22,69,5,1,0,1,1.05,TBA202509060
Shane Baz,baz-s001,2025-09-12,2025,TBA,CHN,5,2.3,17,59,6,3,0,0,0.97,CHN202509120
Shane Baz,baz-s001,2025-09-18,2025,TBA,TOR,4,5.0,17,69,2,1,0,1,1.05,TBA202509180
Shane Baz,baz-s001,2025-09-24,2025,TBA,BAL,3,4.0,15,43,0,3,0,0,1.0,BAL202509240
Tristan Beck,beckt002,2025-09-16,2025,SFN,ARI,1,3.0,13,40,5,0,1,0,1.03,ARI202509160
Jalen Beeks,beekj001,2025-08-23,2025,ARI,CIN,1,1.0,3,9,0,0,0,1,1.03,ARI202508230
Jalen Beeks,beekj001,2025-09-25,2025,ARI,LAN,1,1.0,4,11,1,0,1,1,1.03,ARI202509250
Brayan Bello,bellb002,2025-04-22,2025,BOS,SEA,3,5.0,22,80,4,3,1,1,0.98,BOS202504220
Brayan Bello,bellb002,2025-04-27,2025,BOS,CLE,4,6.0,26,88,6,3,1,0,1.04,CLE202504270
Brayan Bello,bellb002,2025-05-02,2025,BOS,MIN,5,6.7,25,83,4,1,1,1,0.98,BOS202505020
Brayan Bello,bellb002,2025-05-08,2025,BOS,TEX,1,4.7,21,75,4,5,0,1,0.98,BOS202505080
Brayan Bello,bellb002,2025-05-13,2025,BOS,DET,4,4.7,21,85,6,2,1,0,1.0,DET202505130
Brayan Bello,bellb002,2025-05-18,2025,BOS,ATL,3,4.3,27,90,10,5,0,1,0.98,BOS202505180
Brayan Bello,bellb002,2025-05-23,2025,BOS,BAL,7,4.0,18,67,6,1,0,1,0.98,BOS202505230
Brayan Bello,bellb002,2025-05-28,2025,BOS,MIL,2,4.7,20,61,3,2,1,0,1.05,MIL202505280
Brayan Bello,bellb002,2025-06-03,2025,BOS,ANA,4,6.0,27,93,6,2,0,1,0.98,BOS202506030
Brayan Bello,bellb002,2025-06-09,2025,BOS,TBA,4,6.3,27,78,7,1,0,1,0.98,BOS202506090
Brayan Bello,bellb002,2025-06-15,2025,BOS,NYA,8,7.0,26,104,3,3,0,1,0.98,BOS202506150
Brayan Bello,bellb002,2025-06-21,2025,BOS,SFN,6,6.0,24,79,4,1,2,0,1.03,SFN202506210
Brayan Bello,bellb002,2025-06-27,2025,BOS,TOR,1,6.0,28,95,8,3,0,1,0.98,BOS202506270
Brayan Bello,bellb002,2025-07-08,2025,BOS,COL,10,9.0,33,95,5,1,1,1,0.98,BOS202507080
Brayan Bello,bellb002,2025-07-13,2025,BOS,TBA,5,6.3,26,75,6,0,0,1,0.98,BOS202507130
Brayan Bello,bellb002,2025-07-19,2025,BOS,CHN,4,6.0,25,77,6,1,2,0,0.97,CHN202507190
Brayan Bello,bellb002,2025-07-25,2025,BOS,LAN,5,5.3,23,76,6,2,0,1,0.98,BOS202507250
Brayan Bello,bellb002,2025-07-30,2025,BOS,MIN,4,7.0,28,82,5,4,1,0,1.0,MIN202507300
Brayan Bello,bellb002,2025-08-04,2025,BOS,KCA,5,6.0,25,95,6,1,0,1,0.98,BOS202508040
Brayan Bello,bellb002,2025-08-10,2025,BOS,SDN,7,5.7,25,95,6,3,0,0,1.08,SDN202508100
Brayan Bello,bellb002,2025-08-16,2025,BOS,MIA,2,6.3,24,57,4,0,2,1,0.98,BOS202508160
Brayan Bello,bellb002,2025-08-22,2025,BOS,NYA,5,7.0,23,77,3,1,0,0,0.99,NYA202508220
Brayan Bello,bellb002,2025-08-27,2025,BOS,BAL,6,6.7,27,81,5,1,0,0,1.0,BAL202508270
Brayan Bello,bellb002,2025-09-01,2025,BOS,CLE,4,5.0,24,95,6,3,0,1,0.98,BOS202509010
Brayan Bello,bellb002,2025-09-07,2025,BOS,ARI,2,6.0,23,81,4,1,0,0,1.03,ARI202509070
Brayan Bello,bellb002,2025-09-13,2025,BOS,NYA,4,5.0,24,78,5,3,1,1,0.98,BOS202509130
Brayan Bello,bellb002,2025-09-18,2025,BOS,ATH,3,4.0,18,59,5,2,1,1,0.98,BOS202509180
Brayan Bello,bellb002,2025-09-25,2025,BOS,TOR,3,5.0,23,76,3,3,0,0,1.0,TOR202509250
Valente Bellozo,bellv001,2025-03-29,2025,MIA,PIT,4,4.3,18,66,4,2,0,1,0.98,MIA202503290
Valente Bellozo,bellv001,2025-04-07,2025,MIA,NYN,2,3.7,17,65,5,2,0,0,1.06,NYN202504070
Valente Bellozo,bellv001,2025-05-02,2025,MIA,ATH,1,4.7,23,64,4,4,1,1,0.98,MIA202505020
Valente Bellozo,bellv001,2025-05-07,2025,MIA,LAN,7,5.3,18,60,1,2,0,1,0.98,MIA202505070
Valente Bellozo,bellv001,2025-05-13,2025,MIA,CHN,2,4.0,18,58,4,1,1,0,0.97,CHN202505130
Valente Bellozo,bellv001,2025-09-05,2025,MIA,PHI,2,3.0,12,39,4,0,1,1,0.98,MIA202509050
Ryan Bergert,bergr001,2025-06-03,2025,SDN,SFN,2,5.0,21,80,6,2,1,0,1.03,SFN202506030
Ryan Bergert,bergr001,2025-06-08,2025,SDN,MIL,4,5.3,20,71,1,4,0,0,1.05,MIL202506080
Ryan Bergert,bergr001,2025-06-14,2025,SDN,ARI,8,5.0,20,65,3,2,1,0,1.03,ARI202506140
Ryan Bergert,bergr001,2025-06-19,2025,SDN,LAN,3,4.7,18,67,3,1,0,0,1.03,LAN202506190
Ryan Bergert,bergr001,2025-06-24,2025,SDN,WAS,4,3.0,18,60,5,3,0,1,1.08,SDN202506240
Ryan Bergert,bergr001,2025-07-11,2025,SDN,PHI,7,4.7,19,72,3,2,2,1,1.08,SDN202507110
Ryan Bergert,bergr001,2025-07-29,2025,SDN,NYN,4,4.0,19,59,2,4,0,1,1.08,SDN202507290
Ryan Bergert,bergr001,2025-08-05,2025,KCA,BOS,2,5.7,20,61,2,2,0,0,0.98,BOS202508050
Ryan Bergert,bergr001,2025-08-10,2025,KCA,MIN,8,5.7,22,67,4,1,1,0,1.0,MIN202508100
Ryan Bergert,bergr001,2025-08-17,2025,KCA,CHA,7,5.3,24,79,6,2,1,1,0.96,KCA202508170
Ryan Bergert,bergr001,2025-08-22,2025,KCA,DET,5,5.7,21,71,3,1,1,0,1.0,DET202508220
Ryan Bergert,bergr001,2025-08-27,2025,KCA,CHA,3,6.0,26,81,6,2,1,0,0.99,CHA202508270
Ryan Bergert,bergr001,2025-09-03,2025,KCA,ANA,6,5.0,19,68,1,3,0,1,0.96,KCA202509030
Ryan Bergert,bergr001,2025-09-08,2025,KCA,CLE,3,3.3,23,75,11,3,0,0,1.04,CLE202509080
Ryan Bergert,bergr001,2025-09-13,2025,KCA,PHI,5,4.0,19,59,4,3,0,0,1.01,PHI202509130
Brennan Bernardino,bernb001,2025-07-02,2025,BOS,CIN,2,1.7,7,27,1,1,0,1,0.98,BOS202507020
Brennan Bernardino,bernb001,2025-08-25,2025,BOS,BAL,2,1.0,4,12,1,0,0,0,1.0,BAL202508250
Brennan Bernardino,bernb001,2025-09-03,2025,BOS,CLE,0,0.7,4,12,1,1,0,1,0.98,BOS202509030
José Berríos,berrj001,2025-03-27,2025,TOR,BAL,5,5.0,24,59,9,2,3,1,1.0,TOR202503270
José Berríos,berrj001,2025-04-01,2025,TOR,WAS,8,5.7,22,85,4,3,0,1,1.0,TOR202504010
José Berríos,berrj001,2025-04-07,2025,TOR,BOS,2,7.0,26,67,4,3,0,0,0.98,BOS202504070
José Berríos,berrj001,2025-04-13,2025,TOR,BAL,6,5.0,23,78,7,1,2,0,1.0,BAL202504130
José Berríos,berrj001,2025-04-19,2025,TOR,SEA,3,6.0,26,82,4,4,1,1,1.0,TOR202504190
José Berríos,berrj001,2025-04-25,2025,TOR,NYA,4,5.3,23,89,5,2,0,0,0.99,NYA202504250
José Berríos,berrj001,2025-05-01,2025,TOR,BOS,8,6.7,27,76,7,1,0,1,1.0,TOR202505010
José Berríos,berrj001,2025-05-07,2025,TOR,ANA,9,6.0,27,83,5,5,2,0,0.99,ANA202505070
José Berríos,berrj001,2025-05-13,2025,TOR,TBA,4,5.3,25,78,5,3,1,1,1.0,TOR202505130
José Berríos,berrj001,2025-05-18,2025,TOR,DET,4,6.0,27,80,8,1,0,1,1.0,TOR202505180
José Berríos,berrj001,2025-05-24,2025,TOR,TBA,3,6.0,22,82,3,1,1,0,1.05,TBA202505240
José Berríos,berrj001,2025-05-29,2025,TOR,ATH,9,6.0,21,73,2,2,0,1,1.0,TOR202505290
José Berríos,berrj001,2025-06-04,2025,TOR,PHI,5,6.0,23,77,4,2,1,1,1.0,TOR202506040
José Berríos,berrj001,2025-06-09,2025,TOR,SLN,1,6.7,25,69,4,2,0,0,1.0,SLN202506090
José Berríos,berrj001,2025-06-15,2025,TOR,PHI,5,4.7,22,68,9,1,1,0,1.01,PHI202506150
José Berríos,berrj001,2025-06-21,2025,TOR,CHA,5,7.7,28,85,2,3,0,1,1.0,TOR202506210
José Berríos,berrj001,2025-06-27,2025,TOR,BOS,8,7.0,24,65,4,1,0,0,0.98,BOS202506270
José Berríos,berrj001,2025-07-02,2025,TOR,NYA,3,4.3,22,78,9,0,1,1,1.0,TOR202507020
José Berríos,berrj001,2025-07-07,2025,TOR,CHA,4,6.0,23,73,2,2,0,0,0.99,CHA202507070
José Berríos,berrj001,2025-07-13,2025,TOR,ATH,1,3.0,16,54,5,2,2,0,1.0,ATH202507130
José Berríos,berrj001,2025-07-20,2025,TOR,SFN,5,5.7,24,67,8,1,1,1,1.0,TOR202507200
José Berríos,berrj001,2025-07-25,2025,TOR,DET,6,6.0,24,84,5,2,1,0,1.0,DET202507250
José Berríos,berrj001,2025-07-30,2025,TOR,BAL,3,4.3,20,60,6,0,2,0,1.0,BAL202507300
José Berríos,berrj001,2025-08-05,2025,TOR,COL,5,5.3,24,67,7,1,1,0,0.92,COL202508050
José Berríos,berrj001,2025-08-12,2025,TOR,CHN,3,5.3,22,64,2,4,0,1,1.0,TOR202508120
José Berríos,berrj001,2025-08-17,2025,TOR,TEX,2,4.3,21,76,10,0,2,1,1.0,TOR202508170
José Berríos,berrj001,2025-08-23,2025,TOR,MIA,8,6.3,24,65,4,0,0,0,0.98,MIA202508230
José Berríos,berrj001,2025-09-02,2025,TOR,CIN,2,2.0,14,53,5,2,1,0,1.0,CIN202509020
José Berríos,berrj001,2025-09-10,2025,TOR,HOU,4,5.3,21,69,5,1,1,1,1.0,TOR202509100
José Berríos,berrj001,2025-09-16,2025,TOR,TBA,0,4.0,18,74,4,2,1,0,1.05,TBA202509160
Tanner Bibee,bibet001,2025-03-30,2025,CLE,KCA,2,5.7,20,75,2,2,0,0,0.96,KCA202503300
Tanner Bibee,bibet001,2025-04-05,2025,CLE,ANA,4,4.0,23,65,9,1,4,0,0.99,ANA202504050
Tanner Bibee,bibet001,2025-04-11,2025,CLE,KCA,4,4.7,20,84,3,4,0,1,1.04,CLE202504110
Tanner Bibee,bibet001,2025-04-17,2025,CLE,BAL,5,5.7,24,88,5,4,3,0,1.0,BAL202504170
Tanner Bibee,bibet001,2025-04-22,2025,CLE,NYA,5,6.0,24,93,5,3,1,1,1.04,CLE202504220
Tanner Bibee,bibet001,2025-04-29,2025,CLE,MIN,5,7.0,25,72,5,0,1,1,1.04,CLE202504290
Tanner Bibee,bibet001,2025-05-04,2025,CLE,TOR,3,5.0,23,70,5,2,0,0,1.0,TOR202505040
Tanner Bibee,bibet001,2025-05-10,2025,CLE,PHI,3,7.0,26,84,5,0,0,1,1.04,CLE202505100
Tanner Bibee,bibet001,2025-05-16,2025,CLE,CIN,4,6.0,28,87,10,1,2,0,1.0,CIN202505160
Tanner Bibee,bibet001,2025-05-22,2025,CLE,DET,8,7.0,25,84,3,1,0,0,1.0,DET202505220
Tanner Bibee,bibet001,2025-05-27,2025,CLE,LAN,7,5.0,23,79,7,3,1,1,1.04,CLE202505270
Tanner Bibee,bibet001,2025-06-03,2025,CLE,NYA,6,6.3,26,93,4,2,2,0,0.99,NYA202506030
Tanner Bibee,bibet001,2025-06-08,2025,CLE,HOU,6,6.3,24,66,5,0,0,1,1.04,CLE202506080
Tanner Bibee,bibet001,2025-06-14,2025,CLE,SEA,3,5.0,23,79,4,3,0,0,1.04,SEA202506140
Tanner Bibee,bibet001,2025-06-20,2025,CLE,ATH,10,8.0,35,93,11,0,1,0,1.0,ATH202506200
Tanner Bibee,bibet001,2025-06-26,2025,CLE,TOR,7,6.0,24,79,3,0,0,1,1.04,CLE202506260
Tanner Bibee,bibet001,2025-07-02,2025,CLE,CHN,5,4.0,22,72,6,4,0,0,0.97,CHN202507020
Tanner Bibee,bibet001,2025-07-07,2025,CLE,HOU,3,4.7,19,67,4,1,2,0,1.02,HOU202507070
Tanner Bibee,bibet001,2025-07-12,2025,CLE,CHA,5,5.7,22,71,6,2,0,0,0.99,CHA202507120
Tanner Bibee,bibet001,2025-07-21,2025,CLE,BAL,4,7.0,27,68,6,0,1,1,1.04,CLE202507210
Tanner Bibee,bibet001,2025-07-26,2025,CLE,KCA,8,5.0,22,78,7,0,2,0,0.96,KCA202507262
Tanner Bibee,bibet001,2025-08-02,2025,CLE,MIN,5,4.7,24,61,8,2,1,1,1.04,CLE202508020
Tanner Bibee,bibet001,2025-08-08,2025,CLE,CHA,7,5.3,24,79,5,4,1,0,0.99,CHA202508080
Tanner Bibee,bibet001,2025-08-14,2025,CLE,MIA,5,5.7,26,77,5,4,0,1,1.04,CLE202508140
Tanner Bibee,bibet001,2025-08-19,2025,CLE,ARI,5,5.7,25,75,7,1,1,0,1.03,ARI202508190
Tanner Bibee,bibet001,2025-08-25,2025,CLE,TBA,3,6.0,29,87,8,3,2,1,1.04,CLE202508250
Tanner Bibee,bibet001,2025-08-31,2025,CLE,SEA,4,6.3,27,82,6,2,1,1,1.04,CLE202508310
Tanner Bibee,bibet001,2025-09-06,2025,CLE,TBA,3,6.7,24,79,5,1,1,0,1.05,TBA202509060
Tanner Bibee,bibet001,2025-09-12,2025,CLE,CHA,10,9.0,30,86,2,0,0,1,1.04,CLE202509120
Tanner Bibee,bibet001,2025-09-18,2025,CLE,DET,8,6.0,24,83,4,2,0,0,1.0,DET202509180
Tanner Bibee,bibet001,2025-09-24,2025,CLE,DET,5,6.0,24,85,5,2,0,1,1.04,CLE202509240
Osvaldo Bido,bidoo001,2025-03-29,2025,ATH,SEA,4,5.0,22,76,3,4,0,0,1.04,SEA202503290
Osvaldo Bido,bidoo001,2025-04-04,2025,ATH,COL,5,5.0,22,70,6,2,0,0,0.92,COL202504040
Osvaldo Bido,bidoo001,2025-04-09,2025,ATH,SDN,5,5.0,24,79,9,0,0,1,1.0,ATH202504090
Osvaldo Bido,bidoo001,2025-04-16,2025,ATH,CHA,0,5.7,22,68,5,1,1,0,0.99,CHA202504160
Osvaldo Bido,bidoo001,2025-04-22,2025,ATH,TEX,2,5.3,27,75,8,3,4,1,1.0,ATH202504220
Osvaldo Bido,bidoo001,2025-04-27,2025,ATH,CHA,1,5.3,23,75,5,2,1,1,1.0,ATH202504270
Osvaldo Bido,bidoo001,2025-05-03,2025,ATH,MIA,4,5.0,20,65,3,2,1,0,0.98,MIA202505030
Osvaldo Bido,bidoo001,2025-05-09,2025,ATH,NYA,6,5.3,26,82,8,2,2,1,1.0,ATH202505090
Osvaldo Bido,bidoo001,2025-05-15,2025,ATH,LAN,2,1.7,12,41,5,2,1,0,1.03,LAN202505150
Osvaldo Bido,bidoo001,2025-08-26,2025,ATH,DET,5,3.0,14,46,3,2,1,1,1.0,ATH202508260
Shane Bieber,biebs001,2025-08-22,2025,TOR,MIA,9,6.0,21,66,2,0,1,0,0.98,MIA202508220
Shane Bieber,biebs001,2025-08-29,2025,TOR,MIL,6,5.3,20,87,5,0,1,1,1.0,TOR202508290
Shane Bieber,biebs001,2025-09-03,2025,TOR,CIN,6,6.0,24,82,5,2,0,0,1.0,CIN202509030
Shane Bieber,biebs001,2025-09-09,2025,TOR,HOU,4,5.7,26,83,9,1,1,1,1.0,TOR202509090
Shane Bieber,biebs001,2025-09-14,2025,TOR,BAL,5,6.0,22,67,4,1,1,1,1.0,TOR202509140
Shane Bieber,biebs001,2025-09-20,2025,TOR,KCA,4,6.3,24,77,4,1,2,0,0.96,KCA202509200
Shane Bieber,biebs001,2025-09-26,2025,TOR,TBA,3,5.0,22,66,5,2,2,1,1.0,TOR202509260
Hayden Birdsong,birdh001,2025-05-20,2025,SFN,KCA,4,5.0,19,68,5,0,0,1,1.03,SFN202505200
Hayden Birdsong,birdh001,2025-05-26,2025,SFN,DET,6,4.3,20,74,5,2,0,0,1.0,DET202505260
Hayden Birdsong,birdh001,2025-06-01,2025,SFN,MIA,5,5.3,21,74,5,0,0,0,0.98,MIA202506010
Hayden Birdsong,birdh001,2025-06-06,2025,SFN,ATL,5,4.3,21,85,2,5,0,1,1.03,SFN202506060
Hayden Birdsong,birdh001,2025-06-12,2025,SFN,COL,6,6.0,26,90,6,2,1,0,0.92,COL202506120
Hayden Birdsong,birdh001,2025-06-20,2025,SFN,BOS,4,4.3,22,71,7,1,1,1,1.03,SFN202506200
Hayden Birdsong,birdh001,2025-06-26,2025,SFN,MIA,1,4.0,21,70,4,4,2,1,1.03,SFN202506260
Hayden Birdsong,birdh001,2025-07-01,2025,SFN,ARI,6,4.0,19,62,3,4,1,0,1.03,ARI202507010
Hayden Birdsong,birdh001,2025-07-06,2025,SFN,ATH,6,5.0,22,81,3,5,1,0,1.0,ATH202507060
Hayden Birdsong,birdh001,2025-07-21,2025,SFN,ATL,0,0.0,6,25,1,4,0,0,1.02,ATL202507210
Paul Blackburn,blacp001,2025-06-02,2025,NYN,LAN,3,5.0,19,61,3,1,0,0,1.03,LAN202506020
Paul Blackburn,blacp001,2025-06-18,2025,NYN,ATL,2,3.7,17,64,4,2,1,0,1.02,ATL202506180
Paul Blackburn,blacp001,2025-06-23,2025,NYN,ATL,5,4.7,24,90,6,3,1,1,1.06,NYN202506230
Paul Blackburn,blacp001,2025-06-28,2025,NYN,PIT,2,1.0,9,30,6,0,0,0,1.0,PIT202506280
Bradley Blalock,blalb001,2025-04-27,2025,COL,CIN,1,4.0,20,64,7,2,0,1,0.92,COL202504270
Bradley Blalock,blalb001,2025-05-03,2025,COL,SFN,4,5.3,19,65,2,2,1,0,1.03,SFN202505030
Bradley Blalock,blalb001,2025-05-10,2025,COL,SDN,1,3.7,26,84,13,2,3,1,0.92,COL202505100
Bradley Blalock,blalb001,2025-07-12,2025,COL,CIN,1,5.7,22,73,6,0,0,0,1.0,CIN202507120
Bradley Blalock,blalb001,2025-07-22,2025,COL,SLN,0,5.3,23,71,8,1,0,1,0.92,COL202507220
Bradley Blalock,blalb001,2025-07-28,2025,COL,CLE,7,6.0,24,79,6,0,0,0,1.04,CLE202507280
Bradley Blalock,blalb001,2025-08-03,2025,COL,PIT,2,5.7,27,86,6,4,2,1,0.92,COL202508030
Bradley Blalock,blalb001,2025-08-09,2025,COL,ARI,4,4.7,23,76,7,3,1,0,1.03,ARI202508090
Bradley Blalock,blalb001,2025-08-14,2025,COL,ARI,0,3.7,20,71,6,4,2,1,0.92,COL202508140
Bradley Blalock,blalb001,2025-09-13,2025,COL,SDN,0,3.0,16,58,5,2,3,0,1.08,SDN202509130
Bradley Blalock,blalb001,2025-09-19,2025,COL,ANA,4,5.0,22,75,8,1,2,1,0.92,COL202509190
Bradley Blalock,blalb001,2025-09-25,2025,COL,SEA,1,3.7,20,68,6,2,1,0,1.04,SEA202509250
Ronel Blanco,blanr001,2025-03-31,2025,HOU,SFN,6,5.0,21,84,3,3,0,1,1.02,HOU202503310
Ronel Blanco,blanr001,2025-04-06,2025,HOU,MIN,3,1.7,13,46,5,3,0,0,1.0,MIN202504060
Ronel Blanco,blanr001,2025-04-11,2025,HOU,ANA,7,5.0,19,75,5,1,1,1,1.02,HOU202504110
Ronel Blanco,blanr001,2025-04-16,2025,HOU,SLN,1,5.0,23,70,5,3,1,0,1.0,SLN202504160
Ronel Blanco,blanr001,2025-04-22,2025,HOU,TOR,3,6.7,24,80,2,2,1,1,1.02,HOU202504220
Ronel Blanco,blanr001,2025-04-28,2025,HOU,DET,6,5.0,20,65,3,2,2,1,1.02,HOU202504280
Ronel Blanco,blanr001,2025-05-05,2025,HOU,MIL,6,6.0,26,75,7,2,1,0,1.05,MIL202505050
Ronel Blanco,blanr001,2025-05-11,2025,HOU,CIN,11,8.0,27,85,2,1,0,1,1.02,HOU202505110
Ronel Blanco,blanr001,2025-05-17,2025,HOU,TEX,5,6.0,26,78,5,3,1,0,0.99,TEX202505170
Scott Blewett,blews001,2025-04-22,2025,ATL,SLN,1,3.0,15,46,4,2,1,1,1.02,ATL202504220
Scott Blewett,blews001,2025-06-15,2025,BAL,ANA,1,2.7,10,30,2,0,1,1,1.0,BAL202506150
AJ Blubaugh,bluba001,2025-04-30,2025,HOU,DET,6,4.0,19,76,5,1,2,1,1.02,HOU202504300
AJ Blubaugh,bluba001,2025-09-16,2025,HOU,TEX,7,3.0,12,41,2,1,0,1,1.02,HOU202509160
AJ Blubaugh,bluba001,2025-09-27,2025,HOU,ANA,2,4.0,16,52,1,4,0,0,0.99,ANA202509270
Caleb Boushley,bousc001,2025-08-20,2025,TEX,KCA,1,3.0,16,50,5,3,1,0,0.96,KCA202508200
Jonathan Bowlan,bowlj001,2025-09-10,2025,KCA,CLE,3,2.0,9,32,3,1,1,0,1.04,CLE202509100
Matt Boyd,boydm001,2025-03-30,2025,CHN,ARI,5,5.0,22,77,4,3,0,0,1.03,ARI202503300
Matt Boyd,boydm001,2025-04-05,2025,CHN,SDN,5,6.0,23,68,5,1,0,1,0.97,CHN202504050
Matt Boyd,boydm001,2025-04-11,2025,CHN,LAN,7,6.0,26,79,4,3,1,0,1.03,LAN202504110
Matt Boyd,boydm001,2025-04-16,2025,CHN,SDN,3,5.3,24,86,6,2,0,0,1.08,SDN202504160
Matt Boyd,boydm001,2025-04-23,2025,CHN,LAN,4,6.0,28,82,10,1,2,1,0.97,CHN202504230
Matt Boyd,boydm001,2025-04-30,2025,CHN,PIT,6,5.0,22,74,6,3,0,0,1.0,PIT202504300
Matt Boyd,boydm001,2025-05-05,2025,CHN,SFN,7,6.0,23,74,5,0,1,1,0.97,CHN202505050
Matt Boyd,boydm001,2025-05-11,2025,CHN,NYN,8,6.0,24,75,6,0,1,0,1.06,NYN202505110
Matt Boyd,boydm001,2025-05-17,2025,CHN,CHA,8,6.0,22,78,4,0,2,1,0.97,CHN202505170
Matt Boyd,boydm001,2025-05-23,2025,CHN,CIN,3,4.0,22,77,8,2,0,0,1.0,CIN202505230
Matt Boyd,boydm001,2025-05-28,2025,CHN,COL,8,6.0,21,85,4,0,0,1,0.97,CHN202505280
Matt Boyd,boydm001,2025-06-04,2025,CHN,WAS,6,7.3,26,85,4,1,1,0,1.01,WAS202506040
Matt Boyd,boydm001,2025-06-09,2025,CHN,PHI,0,6.0,25,64,8,2,0,0,1.01,PHI202506090
Matt Boyd,boydm001,2025-06-14,2025,CHN,PIT,3,6.0,19,84,1,1,1,1,0.97,CHN202506140
Matt Boyd,boydm001,2025-06-20,2025,CHN,SEA,6,5.0,19,70,2,2,1,1,0.97,CHN202506200
Matt Boyd,boydm001,2025-06-25,2025,CHN,SLN,3,6.0,22,77,3,0,0,0,1.0,SLN202506250
Matt Boyd,boydm001,2025-07-01,2025,CHN,CLE,5,7.0,26,84,5,1,0,1,0.97,CHN202507010
Matt Boyd,boydm001,2025-07-06,2025,CHN,SLN,9,5.0,19,74,3,1,0,1,0.97,CHN202507060
Matt Boyd,boydm001,2025-07-12,2025,CHN,NYA,6,8.0,27,70,4,0,0,0,0.99,NYA202507120
Matt Boyd,boydm001,2025-07-22,2025,CHN,KCA,6,7.0,25,83,4,1,0,1,0.97,CHN202507220
Matt Boyd,boydm001,2025-07-28,2025,CHN,MIL,2,5.0,25,83,6,5,1,0,1.05,MIL202507280
Matt Boyd,boydm001,2025-08-02,2025,CHN,BAL,8,7.0,24,66,4,0,0,1,0.97,CHN202508020
Matt Boyd,boydm001,2025-08-08,2025,CHN,SLN,3,5.0,21,74,7,0,0,0,1.0,SLN202508080
Matt Boyd,boydm001,2025-08-14,2025,CHN,TOR,5,7.0,23,70,2,1,1,0,1.0,TOR202508140
Matt Boyd,boydm001,2025-08-19,2025,CHN,MIL,3,5.3,25,79,6,3,1,1,0.97,CHN202508191
Matt Boyd,boydm001,2025-08-26,2025,CHN,SFN,8,5.3,24,82,6,3,2,0,1.03,SFN202508260
Matt Boyd,boydm001,2025-08-31,2025,CHN,COL,5,6.0,25,78,6,1,0,0,0.92,COL202508310
Matt Boyd,boydm001,2025-09-06,2025,CHN,WAS,3,7.0,26,77,7,0,1,1,0.97,CHN202509060
Matt Boyd,boydm001,2025-09-12,2025,CHN,TBA,1,5.0,21,78,5,2,1,1,0.97,CHN202509120
Matt Boyd,boydm001,2025-09-17,2025,CHN,PIT,5,3.0,19,75,7,2,1,0,1.0,PIT202509170
Matt Boyd,boydm001,2025-09-24,2025,CHN,NYN,3,5.3,20,70,2,1,1,1,0.97,CHN202509240
Joe Boyle,boylj001,2025-04-13,2025,TBA,ATL,7,5.0,18,66,0,2,0,1,1.05,TBA202504130
Joe Boyle,boylj001,2025-07-29,2025,TBA,NYA,6,3.3,18,65,4,3,1,0,0.99,NYA202507290
Joe Boyle,boylj001,2025-08-03,2025,TBA,LAN,2,5.0,20,47,3,2,0,1,1.05,TBA202508030
